id,image_id,api_link,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
58052,44fce132-4eb4-7541-06c5-1b6f61c32912,https://api.artic.edu/api/v1/artworks/58052,Christ Washing the Feet of His Disciples,Nicolas Bertin,1720.0,1730.0,1720/30,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
191556,3cc73910-3b2a-5e23-b458-679d84188f06,https://api.artic.edu/api/v1/artworks/191556,The Room No. VI,Eldzier Cortor,1948.0,1948.0,1948,United States,Oil and gesso on Masonite,Painting,"['African American artists', 'Chicago Artists', 'African Diaspora', 'Arts of the Americas']"
265480,2eb0a961-ba5e-8f91-a151-0ce920a0caa9,https://api.artic.edu/api/v1/artworks/265480,It's Only Vanishing Cream,Ed Ruscha,1973.0,1973.0,1973,United States,Shellac on satin,Painting,['Contemporary Art']
11434,1f5b595f-dbbd-3c9d-ca49-9263c3d93841,https://api.artic.edu/api/v1/artworks/11434,Salome with the Head of Saint John the Baptist,Guido Reni,1635.0,1645.0,c. 1639–42,Italy,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
8360,604fe021-6008-f666-bce8-456b2fdc9bd4,https://api.artic.edu/api/v1/artworks/8360,Te burao (The Hibiscus Tree),Paul Gauguin,1892.0,1892.0,1892,France,Oil on cotton canvas,Painting,['Painting and Sculpture of Europe']
11723,78c80988-6524-cec7-c661-a4c0a706d06f,https://api.artic.edu/api/v1/artworks/11723,Woman at Her Toilette,Berthe Morisot,1870.0,1880.0,1875/80,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials', 'Women artists']"
14572,6f513908-03cc-b974-633b-adfce56b7936,https://api.artic.edu/api/v1/artworks/14572,The Millinery Shop,Hilaire Germain Edgar Degas,1874.0,1886.0,c. 1879-86,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
16554,7d533ed4-ff54-fa2c-64f4-2b16bfbb5880,https://api.artic.edu/api/v1/artworks/16554,The Artist's House at Argenteuil,Claude Monet,1873.0,1873.0,1873,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
21934,68452725-eba5-06e3-46d2-50c678a5d672,https://api.artic.edu/api/v1/artworks/21934,Kitchen Scene,Diego Velázquez,1618.0,1622.0,1618/20,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
26650,f0150d21-33ab-f6ea-0d4d-32d459f091fe,https://api.artic.edu/api/v1/artworks/26650,On a Balcony,Mary Cassatt,1878.0,1879.0,1878–79,France,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
27943,a4bef587-48a4-d186-813d-f297441b1ab3,https://api.artic.edu/api/v1/artworks/27943,Mahana no atua (Day of the God),Paul Gauguin,1894.0,1894.0,1894,France,Oil on linen canvas,Painting,['Painting and Sculpture of Europe']
66159,e0bf3630-f854-e621-cdd5-5ca13fd13d33,https://api.artic.edu/api/v1/artworks/66159,The Glass,Pablo Picasso,1911.0,1912.0,1911/12,Spain,Oil on canvas,Painting,['Modern Art']
66139,b9db31ec-fbcf-2155-5de1-b1992cc3f2f8,https://api.artic.edu/api/v1/artworks/66139,Head of a Young Woman,Marie Laurencin,1926.0,1926.0,1926,France,Oil on canvas,Painting,"['Modern Art', 'Women artists']"
70036,5f158c2a-16e1-63ed-f4bb-f922f0b279a6,https://api.artic.edu/api/v1/artworks/70036,It Was Yellow and Pink III,Georgia O'Keeffe,1960.0,1960.0,1960,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
79586,8bcc9188-1d3d-14be-6ae7-ed211e089c0f,https://api.artic.edu/api/v1/artworks/79586,Portrait of Mme Lisle and Mme Loubens,Hilaire Germain Edgar Degas,1862.0,1872.0,c. 1867,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81566,94bfb508-31cc-7c9f-63a9-5478c826129a,https://api.artic.edu/api/v1/artworks/81566,"The Sacred Grove, Beloved of the Arts and the Muses",Pierre Puvis de Chavannes,1884.0,1889.0,1884/89,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81533,e9ce5aca-4c34-c8dd-b8a1-91b3e3197211,https://api.artic.edu/api/v1/artworks/81533,The Races at Longchamp,Édouard Manet,1866.0,1866.0,1866,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
90583,6884e725-f7ae-cb1c-853a-201fc4fe5630,https://api.artic.edu/api/v1/artworks/90583,Couple in Bed,Philip Guston,1977.0,1977.0,1977,United States,Oil on canvas,Painting,"['Contemporary Art', 'Essentials']"
110964,072c043b-f96b-06bd-fefd-1f60dabbd626,https://api.artic.edu/api/v1/artworks/110964,The Checkered Tablecloth,Pierre Bonnard,1939.0,1939.0,1939,France,Oil on canvas,Painting,['Modern Art']
146905,99956788-7a7d-2133-f2c0-7648593395cc,https://api.artic.edu/api/v1/artworks/146905,Explosion at Sea,Vija Celmins,1966.0,1966.0,1966,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
151363,96e26f4f-c578-b14c-2714-2a565f19e0d0,https://api.artic.edu/api/v1/artworks/151363,Weaving,Diego Rivera,1936.0,1936.0,1936,Mexico,Tempera and oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
146986,9e26e536-e41b-c7c4-1e0a-1d397cb142cd,https://api.artic.edu/api/v1/artworks/146986,Wall Painting with Stripes,Robert Motherwell,1944.0,1944.0,1944,United States,Oil on canvas,Painting,['Contemporary Art']
209580,19911e07-f330-9337-26c6-982dc74f1422,https://api.artic.edu/api/v1/artworks/209580,The Drawing Class,Nicole Eisenman,2011.0,2011.0,2011,United States,Oil and charcoal on canvas,Painting,"['Contemporary Art', 'Women artists']"
214282,5e47f6e9-619d-730f-76b1-29472da82b27,https://api.artic.edu/api/v1/artworks/214282,Sweet Oblivion,Martin Wong,1983.0,1983.0,1983,United States,Acrylic on canvas,Painting,['Contemporary Art']
218612,a49b6d1a-2f9a-a05d-0c26-3b8c779c78ef,https://api.artic.edu/api/v1/artworks/218612,Khee II,Jack Whitten,1978.0,1978.0,1978,United States,Acrylic on canvas,Painting,"['African Diaspora', 'Contemporary Art', 'African American artists', 'Contemporary works by BIPOC artists, summer 2021']"
256797,a2666eb7-aab5-611d-b1ce-63980833610a,https://api.artic.edu/api/v1/artworks/256797,At the River's Bend (On the River II),Lilla Cabot Perry,1895.0,1895.0,1895,Giverny,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
68517,121ff54b-91fb-99d3-ba2f-52a28f5e4a8f,https://api.artic.edu/api/v1/artworks/68517,Shop Girls,Elizabeth Sparhawk-Jones,1912.0,1912.0,c. 1912,United States,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
107938,f6eddea6-5789-b6f9-315c-50a08a7c4adc,https://api.artic.edu/api/v1/artworks/107938,Fête champêtre (Pastoral Gathering),Jean Antoine Watteau,1718.0,1721.0,1718/21,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
61741,360e3e61-bb1c-1eb5-a9f5-e620f305b75b,https://api.artic.edu/api/v1/artworks/61741,Portrait of an Artist,French School,1725.0,1740.0,c. 1735,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
32349,a8fe598b-a83b-1cd4-e4fb-ffc63599f249,https://api.artic.edu/api/v1/artworks/32349,City,Ed Ruscha,1968.0,1968.0,1968,United States,Oil on canvas,Painting,['Contemporary Art']
217464,7bfe4927-e6a5-ef32-c16f-faf89c8ac980,https://api.artic.edu/api/v1/artworks/217464,The Trogens,Gladys Nilsson,1967.0,1967.0,1967,Chicago,"Acrylic on Plexiglas, in artist's painted frame",Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists']"
154124,2faf98dd-b158-35f6-babe-bd9ffa3b2b11,https://api.artic.edu/api/v1/artworks/154124,Flag Day,Benny Andrews,1966.0,1966.0,1966,United States,Oil on canvas,Painting,"['African American artists', 'Contemporary Art', 'African Diaspora', 'SAIC Alumni and Faculty', 'Contemporary works by BIPOC artists, summer 2021']"
235037,cf9b92b8-492f-5b64-e267-ae940ce0afe6,https://api.artic.edu/api/v1/artworks/235037,Study for Warhol Flowers,Sturtevant,1965.0,1965.0,1965,United States,Synthetic polymer silkscreen ink on canvas,Painting,"['Women artists', 'Contemporary Art']"
157153,a34d1b30-5a74-f2e6-71f1-b357eb731a25,https://api.artic.edu/api/v1/artworks/157153,Attendant 2,Brice Marden,1996.0,1999.0,1996/99,United States,Oil on linen,Painting,['Contemporary Art']
31173,c216ea7d-91ed-72d4-3427-9df52e71ce18,https://api.artic.edu/api/v1/artworks/31173,Resurrection of Christ,Samuel van Hoogstraten,1665.0,1670.0,1665/70,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
265982,bceb470c-5c5e-453b-0377-73301988402d,https://api.artic.edu/api/v1/artworks/265982,Still Life with a Box of Matches (Nature morte à la boite d'allumettes),María Blanchard,1918.0,1918.0,1918,Spain,"Oil, sand, and glass on canvas",Painting,['Modern Art']
266845,f1228737-96ea-5368-6bc0-7ce44bc5e577,https://api.artic.edu/api/v1/artworks/266845,Hospital (Krankenhaus),Maria Lassnig,1965.0,1965.0,1965,Austria,Oil on canvas,Painting,['Modern Art']
105704,651f90ff-ddbd-9343-055b-0c07134c891c,https://api.artic.edu/api/v1/artworks/105704,Saint John the Baptist Preaching in the Desert,Jean Baptiste Henri Deshays,1758.0,1764.0,1758/64,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
105600,d763c113-194b-62a5-3e39-e2b479c5df47,https://api.artic.edu/api/v1/artworks/105600,Sarah Dupont,Thomas Gainsborough,1777.0,1779.0,c. 1777–1779,England,Oil on canvas,Painting,['Painting and Sculpture of Europe']
184107,0eba0dd0-055c-73d7-9694-ee55becedd88,https://api.artic.edu/api/v1/artworks/184107,Untitled,Ellen Gallagher,1999.0,1999.0,1999,United States,"Enamel, rubber, and paper on canvas",Painting,"['Contemporary Art', 'African American artists', 'Women artists', 'African Diaspora', 'Contemporary works by BIPOC artists, summer 2021']"
62323,4212f149-f02a-9deb-3806-8bb2396a2d91,https://api.artic.edu/api/v1/artworks/62323,Magnetic Mountain,Kurt Seligmann,1948.0,1948.0,1948,Switzerland,Oil on canvas,Painting,['Modern Art']
72728,64b620f1-4467-7e17-4356-d7537850aa5f,https://api.artic.edu/api/v1/artworks/72728,Untitled,Yves Tanguy,1928.0,1928.0,1928,United States,Oil on wood,Painting,"['Modern Art', 'Essentials']"
34181,6a7160ea-df65-9083-c16c-33b30662208d,https://api.artic.edu/api/v1/artworks/34181,Time Transfixed,René Magritte,1938.0,1938.0,1938,Belgium,Oil on canvas,Painting,"['Modern Art', 'Art Institute Icons', 'Essentials']"
30839,7398163e-2357-ac74-254a-273907c5c7d1,https://api.artic.edu/api/v1/artworks/30839,The Philosopher's Conquest,Giorgio de Chirico,1913.0,1914.0,1913–14,Italy,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
111060,aebda29e-16b8-4393-6edc-805cdb6ba459,https://api.artic.edu/api/v1/artworks/111060,Daniel-Henry Kahnweiler,Pablo Picasso,1910.0,1910.0,autumn 1910,Spain,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
60053,419dfc20-ac89-5777-60c8-af1fd05cf828,https://api.artic.edu/api/v1/artworks/60053,Self-Portrait,Frederick William MacMonnies,1898.0,1906.0,1898–1906,United States,Oil on canvas,Painting,['Arts of the Americas']
59914,944214ae-3994-9db1-591b-1b0e77f07ff9,https://api.artic.edu/api/v1/artworks/59914,Portrait of Leonhard Fuchs,German School,1525.0,1525.0,1525,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
62296,b0576730-8095-b9e6-c6f4-288113d70529,https://api.artic.edu/api/v1/artworks/62296,Wound Interrogation,Matta,1948.0,1948.0,1948,France,Oil on canvas,Painting,"['Modern Art', 'Latin American']"
3551,b7637e1b-47d7-123c-fe43-46981a93550e,https://api.artic.edu/api/v1/artworks/3551,"Study for ""Arrangement in Grey and Black, No. 2: Portrait of Thomas Carlyle""",James McNeill Whistler,1872.0,1873.0,1872–73,United States,Oil on canvas,Painting,['Arts of the Americas']
8475,e3b91cbd-674a-5da7-1a01-42a2e9a3cadf,https://api.artic.edu/api/v1/artworks/8475,James William Wallack,Charles Robert Leslie,1835.0,1840.0,1835–40,United States,Oil on canvas,Painting,['Arts of the Americas']
8528,1f99a0f0-a2f2-c551-75ef-be7f7c23b046,https://api.artic.edu/api/v1/artworks/8528,Junius Brutus Booth,Robert Matthew Sully,1829.0,1830.0,1829–30,United States,Oil on canvas,Painting,['Arts of the Americas']
9255,963399d1-1ad6-e4ef-fa4b-1107fb0d1622,https://api.artic.edu/api/v1/artworks/9255,William Brown,John Trumbull,1804.0,1808.0,1804–8,United States,Oil on canvas,Painting,['Arts of the Americas']
11003,0291ae9f-e025-39d5-69da-d28f5e3c14e1,https://api.artic.edu/api/v1/artworks/11003,Mrs. Henry Hill (Anna Barrett),John Singleton Copley,1765.0,1770.0,c. 1765–70,United States,Pastel on paper mounted on linen,Painting,['Arts of the Americas']
11393,4429b763-efb3-9b73-47be-8ac952881133,https://api.artic.edu/api/v1/artworks/11393,Henry Ossawa Tanner,Hermann Dudley Murphy,1891.0,1896.0,1891–96,United States,Oil on canvas,Painting,['Arts of the Americas']
14317,f59015ec-07d0-ebbf-6d57-647af5ef4a41,https://api.artic.edu/api/v1/artworks/14317,Study of a Girl's Head and Shoulders,James McNeill Whistler,1896.0,1897.0,1896–97,United States,Oil on panel,Painting,['Arts of the Americas']
14309,5888c23a-635f-396a-117b-2223032c0201,https://api.artic.edu/api/v1/artworks/14309,"Coast Scene, Bathers",James McNeill Whistler,1884.0,1885.0,1884–85,United States,Oil on panel,Painting,['Arts of the Americas']
24306,3ee54063-9d78-ee86-0103-b477d988a93f,https://api.artic.edu/api/v1/artworks/24306,Blue and Green Music,Georgia O'Keeffe,1919.0,1921.0,1919–21,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
27148,dd3ea854-1e8b-de71-a536-031ceb389b98,https://api.artic.edu/api/v1/artworks/27148,Mrs. William Carmichael,John Hesselius,1764.0,1778.0,1764–78,United States,Oil on canvas,Painting,['Arts of the Americas']
27138,e1f6ef79-7216-4f19-ac78-a307a2fb4f32,https://api.artic.edu/api/v1/artworks/27138,A Friendly Warning,Thomas Hicks,1881.0,1890.0,1881–90,United States,Oil on canvas,Painting,['Arts of the Americas']
25964,4841c80c-ecd9-047b-8590-c975964ad879,https://api.artic.edu/api/v1/artworks/25964,Harriet White,Samuel Lovett Waldo,1835.0,1840.0,1835–40,United States,Oil on canvas,Painting,['Arts of the Americas']
27160,4340ff79-2795-b564-a39d-440716edbcac,https://api.artic.edu/api/v1/artworks/27160,Portrait of a Naval Officer,John Wollaston,1749.0,1758.0,1749–58,United States,Oil on canvas,Painting,['Arts of the Americas']
28860,bb08408a-0650-380f-4f0f-c3f012d1113e,https://api.artic.edu/api/v1/artworks/28860,"Study for ""William Rush Carving His Allegorical Figure of the Schuylkill River""",Thomas Eakins,1876.0,1877.0,1876–77,United States,Oil on canvas mounted on board,Painting,['Arts of the Americas']
36067,af58a797-da9b-fc47-4ee0-1e493b25d18d,https://api.artic.edu/api/v1/artworks/36067,Alaska,Rockwell Kent,1919.0,1927.0,1919–27,United States,Oil on canvas,Painting,['Arts of the Americas']
44831,fad138a8-80f1-45a3-1dc7-b9ff991b4812,https://api.artic.edu/api/v1/artworks/44831,Boston Common,Artist unknown,1850.0,1863.0,1850–63,United States,Oil on canvas,Painting,['Arts of the Americas']
48679,f80705b7-da44-81b0-ee12-6a6b1f52da08,https://api.artic.edu/api/v1/artworks/48679,Saint Blasius,Antonio Molleno,1820.0,1840.0,1820–40,United States,Tempera on panel,Painting,['Arts of the Americas']
49425,3938ca9e-f376-7f58-7bde-0030c2a4e4f3,https://api.artic.edu/api/v1/artworks/49425,Horses at a Fountain,William Rimmer,1856.0,1857.0,1856–57,United States,Oil on canvas,Painting,['Arts of the Americas']
55710,880cf164-a140-49b0-6e6b-3456388e2782,https://api.artic.edu/api/v1/artworks/55710,Mrs. Reuben Allerton (Lois Atherton),Ammi Phillips,1821.0,1822.0,1821–22,New York,Oil on canvas,Painting,['Arts of the Americas']
55692,e10efc2c-b1a4-92c2-6180-813866c58c38,https://api.artic.edu/api/v1/artworks/55692,New England Country Seat,Artist unknown,1800.0,1820.0,1800–20,New England,Oil on yellow poplar panel,Painting,['Arts of the Americas']
61117,5da9b6e8-6ef8-d408-3261-2097eb0561e2,https://api.artic.edu/api/v1/artworks/61117,Emblems for Royal Crown Lodge No. 22,Artist unknown,1810.0,1815.0,1810–15,United States,Oil on panel,Painting,['Arts of the Americas']
61125,c79efbd9-7cda-18d4-38d1-87b9a9f89a24,https://api.artic.edu/api/v1/artworks/61125,Man in Black,Artist unknown,1820.0,1840.0,1820–40,United States,Oil on canvas,Painting,['Arts of the Americas']
61151,0da87889-35af-df93-2e73-3227ddc48749,https://api.artic.edu/api/v1/artworks/61151,Mrs. Benjamin Schaum (Anna Maria Heckensweiler),Jacob Eichholtz,1808.0,1810.0,1808–10,Lancaster,Oil on yellow poplar panel,Painting,['Arts of the Americas']
61148,4703b7c5-4b71-2c46-02af-38f959ef958c,https://api.artic.edu/api/v1/artworks/61148,Mr. Benjamin Schaum,Jacob Eichholtz,1808.0,1810.0,1808–10,Lancaster,Oil on yellow poplar panel,Painting,['Arts of the Americas']
61156,a8b03e58-1568-2e09-4c08-8fca03774e8c,https://api.artic.edu/api/v1/artworks/61156,Master Schaum,Jacob Eichholtz,1808.0,1810.0,1808–10,Lancaster,Oil on yellow poplar panel,Painting,['Arts of the Americas']
64686,7dd956f2-4d5e-66d9-e37c-d6359ff385c2,https://api.artic.edu/api/v1/artworks/64686,Miss Schaum,Jacob Eichholtz,1808.0,1810.0,1808–10,Lancaster,Oil on yellow poplar panel,Painting,['Arts of the Americas']
64736,29fcf18a-5461-7084-91c3-57799ca55e18,https://api.artic.edu/api/v1/artworks/64736,Autumn Woods,George Inness,1891.0,1894.0,1891–94,United States,Oil on canvas,Painting,['Arts of the Americas']
64740,0b66bb30-3170-f7d1-543a-93e02ffe194f,https://api.artic.edu/api/v1/artworks/64740,"Landscape, Sunset",George Inness,1887.0,1889.0,1887–89,United States,Oil on canvas,Painting,['Arts of the Americas']
65011,eb55340f-ed2a-c068-e1fb-b51b60d9bbda,https://api.artic.edu/api/v1/artworks/65011,Hillside with Trees,William Morris Hunt,1872.0,1878.0,1872–78,Boston,Oil on canvas,Painting,['Arts of the Americas']
65709,e01a4f76-d089-8e22-8431-3488db37a293,https://api.artic.edu/api/v1/artworks/65709,The Artist in His Studio,James McNeill Whistler,1865.0,1866.0,1865–66 and 1895,United States,Oil on board mounted on wood panel,Painting,['Arts of the Americas']
65912,d9b07617-7953-5ef1-6a0f-1f593baf06a1,https://api.artic.edu/api/v1/artworks/65912,Landscape no. 26,Marsden Hartley,1909.0,1910.0,1909–10,United States,Oil on cardboard,Painting,['Arts of the Americas']
68792,3d2d0842-312e-8d48-708b-d6adde0777bf,https://api.artic.edu/api/v1/artworks/68792,A Marine,George Inness,1874.0,1875.0,c. 1874–75,United States,Oil on canvas,Painting,['Arts of the Americas']
69538,4cdc7a89-3bd3-704c-1c16-c35576a8615a,https://api.artic.edu/api/v1/artworks/69538,"Point Breeze, the Estate of Joseph Napoleon Bonaparte at Bordentown, New Jersey",Charles B. Lawrence,1817.0,1820.0,1817–20,Philadelphia,Oil on canvas,Painting,['Arts of the Americas']
69541,4ecbef85-aec1-7455-e329-28540504fe96,https://api.artic.edu/api/v1/artworks/69541,One Dollar Silver Certificate,Victor Dubreuil,1898.0,1900.0,1898–1900,New York,Oil on canvas,Painting,['Arts of the Americas']
69998,7c6f8018-34b3-7443-243c-025e9e0dabeb,https://api.artic.edu/api/v1/artworks/69998,The Commode,Walter Gay,1905.0,1912.0,1905–12,United States,Oil on canvas,Painting,['Arts of the Americas']
76047,292e165b-bef2-ea36-5d67-a1c7b60d2c52,https://api.artic.edu/api/v1/artworks/76047,A Vision,Joseph Stella,1925.0,1926.0,1925–26,United States,Oil on canvas,Painting,['Arts of the Americas']
79025,25af23d1-e955-7a98-457c-84c2b7b1beff,https://api.artic.edu/api/v1/artworks/79025,Mrs. Daniel Embury (Emma Catherine Manley),Artist unknown,1837.0,1863.0,1837–63,United States,Oil on board,Painting,['Arts of the Americas']
79768,95e33ca7-2bbb-2954-ea06-8edcfa458541,https://api.artic.edu/api/v1/artworks/79768,Portrait of a Young Man,John Wollaston,1749.0,1752.0,1749–52,United States,Oil on canvas,Painting,['Arts of the Americas']
79765,b4d42569-997a-6d5e-0d21-67956efbd56e,https://api.artic.edu/api/v1/artworks/79765,Portrait of a Woman,John Wollaston,1749.0,1752.0,1749–52,United States,Oil on canvas,Painting,['Arts of the Americas']
80478,867b4435-fc3c-9e3d-ca53-0c4ee875c1ad,https://api.artic.edu/api/v1/artworks/80478,Mrs. James Mackie,Samuel Lovett Waldo,1830.0,1840.0,1830–40,United States,Oil on canvas,Painting,['Arts of the Americas']
80480,79ee6e54-8500-e26c-fb2a-04eb7f207653,https://api.artic.edu/api/v1/artworks/80480,Mr. James Mackie,Samuel Lovett Waldo,1830.0,1840.0,1830–40,United States,Oil on canvas,Painting,['Arts of the Americas']
84228,e71f73ca-b5d3-4baa-4384-f2218b9df22a,https://api.artic.edu/api/v1/artworks/84228,By-Products Plants,Joseph Stella,1923.0,1926.0,1923–26,United States,Oil on canvas,Painting,['Arts of the Americas']
90062,9eb5693e-eeea-b2cd-a021-18628daf6182,https://api.artic.edu/api/v1/artworks/90062,Ghost Dance (The Vision of Life),Ralph Albert Blakelock,1895.0,1897.0,1895–97,United States,Oil on canvas,Painting,['Arts of the Americas']
90906,a7684dda-ed46-bd32-6cda-03f9998eb28a,https://api.artic.edu/api/v1/artworks/90906,The Squirrel,Seymour Joseph Guy,1860.0,1879.0,1860s–70s,United States,Oil on canvas,Painting,['Arts of the Americas']
93779,bd327ce2-0971-2ba5-864e-8cb3761104a4,https://api.artic.edu/api/v1/artworks/93779,Study for the Hall of Medical Sciences Mural at the 1939 World's Fair in New York,Ilya Bolotowsky,1938.0,1939.0,1938–39,United States,Oil on canvas,Painting,['Arts of the Americas']
93814,f9bd5533-4c7f-fc2d-0bd2-db8581c4ff52,https://api.artic.edu/api/v1/artworks/93814,Captain Joseph Medill Patterson,Ivan Albright,1962.0,1964.0,1962–64,United States,Oil on board,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93802,5e8ff889-2138-0a5c-267e-c938169285cd,https://api.artic.edu/api/v1/artworks/93802,A Face from Georgia,Ivan Albright,1970.0,1974.0,1970–74,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
97884,3d6addef-e6cb-a9ca-31b0-522bf6613522,https://api.artic.edu/api/v1/artworks/97884,"A Glimpse into Hell, or Fear",Elihu Vedder,1888.0,1898.0,1888–98,Rome,Oil on canvas,Painting,['Arts of the Americas']
97909,69364a3b-57ac-ce93-59e4-3aa3c548da49,https://api.artic.edu/api/v1/artworks/97909,Historians of the Tribe,Frederic Remington,1890.0,1899.0,1890–99,New York,Oil on canvas,Painting,['Arts of the Americas']
100829,0729fbba-51e3-a2d7-6d4d-61c2be62af3f,https://api.artic.edu/api/v1/artworks/100829,Magnolias on Light Blue Velvet Cloth,Martin Johnson Heade,1885.0,1895.0,1885–95,Florida,Oil on canvas,Painting,"['Essentials', 'Arts of the Americas']"
105100,3678b2ca-dc2c-793c-8b7b-684557bc882d,https://api.artic.edu/api/v1/artworks/105100,Samuel Fisher Bradford,Rembrandt Peale,1803.0,1808.0,1803–8,Philadelphia,Oil on canvas,Painting,['Arts of the Americas']
105474,fbccf7dc-9251-6d0b-1c4b-ef7a08218f64,https://api.artic.edu/api/v1/artworks/105474,"Houses on the Fox River, Illinois",Artist unknown,1881.0,1890.0,1881–90,United States,Oil on panel,Painting,['Arts of the Americas']
109620,000a60f9-baa8-3f20-3357-690f6ca0803a,https://api.artic.edu/api/v1/artworks/109620,Portrait of Daniel Hudson Burnham,Arvid Frederik Nyholm,1920.0,1930.0,1920–30,Sweden,Oil on canvas,Painting,['Arts of the Americas']
110761,8cdc812d-5db0-63a1-8579-eb64fc6884ca,https://api.artic.edu/api/v1/artworks/110761,Venetian Glass Workers,John Singer Sargent,1880.0,1882.0,1880–82,Venice,Oil on canvas,Painting,['Arts of the Americas']
111478,f9aacbc6-191c-3725-85bf-198612a51d25,https://api.artic.edu/api/v1/artworks/111478,Portrait of Dr. William McNeill Whistler,James McNeill Whistler,1871.0,1873.0,1871–73,London,Oil on panel,Painting,['Arts of the Americas']
118283,cf5de951-64e9-d78c-4847-d80c9fbff168,https://api.artic.edu/api/v1/artworks/118283,The Coffee House,Alson Skinner Clark,1905.0,1906.0,Winter 1905–6,United States,Oil on canvas,Painting,['Arts of the Americas']
119985,cc9c8cae-efc5-f5d4-5ac3-991a118004c8,https://api.artic.edu/api/v1/artworks/119985,Dr. Jonathan Potts (1745-1781),Henry Benbridge,1770.0,1776.0,1770–76,Philadelphia,Oil on canvas,Painting,['Arts of the Americas']
120103,b2f75a32-a859-e514-3715-2700ed54550b,https://api.artic.edu/api/v1/artworks/120103,Man with a Pen,Jonas Welch Holman,1827.0,1830.0,1827–30,Philadelphia,Oil on yellow poplar panel,Painting,['Arts of the Americas']
120102,8ce83a09-9b09-0d08-ef30-93b6ba6439a2,https://api.artic.edu/api/v1/artworks/120102,Woman with a Book,Jonas Welch Holman,1827.0,1830.0,1827–30,Philadelphia,Oil on yellow poplar panel,Painting,['Arts of the Americas']
120104,ade9c4c4-93e9-3635-5604-841d571aa8b8,https://api.artic.edu/api/v1/artworks/120104,Boy of Hallett Family with Dog,Artist unknown,1766.0,1776.0,1766–76,United States,Oil on canvas,Painting,['Arts of the Americas']
120163,2b219d21-c128-ea2e-cb0b-69d2e9e98e5e,https://api.artic.edu/api/v1/artworks/120163,Capture of the Tripoli by the Enterprise,Thomas Birch,1806.0,1812.0,1806–12,Philadelphia,Oil on canvas,Painting,['Arts of the Americas']
129094,90b89735-8645-89c9-f011-619308670d0f,https://api.artic.edu/api/v1/artworks/129094,Kewalo Close-Up,Ralston Crawford,1947.0,1948.0,1947–48,United States,Oil on canvas,Painting,['Arts of the Americas']
136393,f2a407ae-5859-f508-217d-bc166d553d61,https://api.artic.edu/api/v1/artworks/136393,Indian Encampment,Ralph Albert Blakelock,1877.0,1885.0,c. 1877–85,United States,Oil on artist's board or particle board,Painting,['Arts of the Americas']
145807,79b94ddd-e208-1993-01ab-98f75174fe88,https://api.artic.edu/api/v1/artworks/145807,Thistles,John Singer Sargent,1883.0,1889.0,1883–89,England,Oil on canvas,Painting,['Arts of the Americas']
145808,8bc3f527-bd34-f951-5618-3500dd2ac665,https://api.artic.edu/api/v1/artworks/145808,Study of Two Bedouins,John Singer Sargent,1905.0,1906.0,1905–6,United States,Oil on canvas,Painting,['Arts of the Americas']
149966,4adb181f-854b-bbcc-48ef-1382d51670bb,https://api.artic.edu/api/v1/artworks/149966,Boy of Hallett Family with Lamb,Artist unknown,1766.0,1776.0,1766–76,United States,Oil on canvas,Painting,['Arts of the Americas']
150991,fed50acc-d411-5ff6-2be0-e8cabf8f3eb3,https://api.artic.edu/api/v1/artworks/150991,Woman in Black,Artist unknown,1820.0,1840.0,1820–40,United States,Oil on canvas,Painting,['Arts of the Americas']
