id,image_id,api_link,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
184372,de5574eb-11af-16de-123b-d4d44cea94e9,https://api.artic.edu/api/v1/artworks/184372,Portrait of Emmanuel Rio,Albert Schindler,1836,1836,1836,Austria,Oil on panel,Painting,['Painting and Sculpture of Europe']
59843,33fb43be-8efc-4d35-a6fe-e92c890338bc,https://api.artic.edu/api/v1/artworks/59843,Madonna of Humility,Carlo da Camerino,1375,1400,1375/1400,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16557,a2214c05-3fb2-2faf-cf70-d43fcfede342,https://api.artic.edu/api/v1/artworks/16557,"Time, Death and Judgment",George Frederick Watts,1866,1866,1866,England,Oil on canvas,Painting,['Painting and Sculpture of Europe']
90899,9604cbbd-722b-8de3-e7cc-4a80be648d79,https://api.artic.edu/api/v1/artworks/90899,Lady in Green and Gray,Thomas Wilmer Dewing,1911.0,1911.0,1911,United States,Oil on canvas,Painting,['Arts of the Americas']
84239,872371ff-d773-f209-8062-7f88c95f2691,https://api.artic.edu/api/v1/artworks/84239,Portrait of Sylvette David,Pablo Picasso,1954.0,1954.0,1954,Spain,Oil on canvas,Painting,['Modern Art']
23968,b7b7ecd0-5a50-b89a-c72a-d435a1957c73,https://api.artic.edu/api/v1/artworks/23968,Nude under a Pine Tree,Pablo Picasso,1959.0,1959.0,"January 20, 1959",Spain,Oil on canvas,Painting,['Modern Art']
28067,ddacae05-9279-51b5-e9ab-00024ae01e27,https://api.artic.edu/api/v1/artworks/28067,The Old Guitarist,Pablo Picasso,1903.0,1904.0,late 1903–early 1904,Spain,Oil on panel,Painting,"['Modern Art', 'Essentials']"
58625,a18f060c-6693-6246-0fe9-abc512841002,https://api.artic.edu/api/v1/artworks/58625,Head of a Woman,Pablo Picasso,1909.0,1909.0,summer 1909,Spain,Oil on canvas,Painting,['Modern Art']
19336,a49c5ada-f461-d7d1-0f1b-468ac577a872,https://api.artic.edu/api/v1/artworks/19336,The Resurrection,Francesco Buoneri,1619.0,1620.0,c. 1619-20,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
76810,dd426324-06b1-4173-d376-3d7994886021,https://api.artic.edu/api/v1/artworks/76810,European Banquet Scene (or The Marriage Feast at Cana?),Mughal,1595.0,1605.0,"Mughal period, c. 1600",India,Opaque watercolor and gold on paper,Painting,['Arts of Asia']
86246,5dff7c08-8552-778b-2673-87f2d04296f5,https://api.artic.edu/api/v1/artworks/86246,The Checkerboard,Juan Gris,1915.0,1915.0,1915,Spain,Oil on canvas,Painting,['Modern Art']
111629,e707e79a-b668-91a3-e580-40b3e4d17317,https://api.artic.edu/api/v1/artworks/111629,Self-Portrait,Beauford Delaney,1944.0,1944.0,1944,United States,Oil on canvas,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
49028,74e4bd6b-8831-1965-d4de-95f899755a00,https://api.artic.edu/api/v1/artworks/49028,Drinking and Dancing before the Tribal Chief,Leng Mei,1669.0,1742.0,"Qing dynasty (1644–1911), late 17th to early 18th century",China,Handscroll; ink on paper,Painting,['Arts of Asia']
49011,448fbb2a-4171-9c2b-e3cc-9a3ba2effcfe,https://api.artic.edu/api/v1/artworks/49011,History of the Life of Tao Yuanming,Li Zongmo,1573.0,1636.0,Ming dynasty (1368–1644),China,Handscroll; ink on paper,Painting,['Arts of Asia']
77125,d00e0b44-1e0b-d0bb-0fa9-32fc6cf16ad1,https://api.artic.edu/api/v1/artworks/77125,Portrait of Du Jun,Zhang Feng,1644.0,1911.0,Qing dynasty (1644–1911); 17th century,China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
36597,6725ded2-030e-59cb-7575-82374f76baca,https://api.artic.edu/api/v1/artworks/36597,Parting at the Gate of the Capital,Yao Shou,1423.0,1495.0,"Ming dynasty (1369–1644), 15th century",China,Handscroll; ink and color on paper,Painting,['Arts of Asia']
59940,d11784fc-b853-f0ff-9870-d6405ae362f6,https://api.artic.edu/api/v1/artworks/59940,"Diptych of Saints Achatius, Barbara, Apollonia, and Sebald",German School,1480.0,1500.0,c. 1490,Germany,"Distemper on linen, mounted on panel",Painting,['Painting and Sculpture of Europe']
118597,79ebd91e-d0b0-d82e-446c-b33da86c4fb0,https://api.artic.edu/api/v1/artworks/118597,Departure of Summer,Man Ray (Emmanuel Radnitzky),1914.0,1914.0,1914,United States,Oil on canvas,Painting,['Modern Art']
64001,b2bc0fc2-8d17-1fcd-8cae-8626421c11ef,https://api.artic.edu/api/v1/artworks/64001,Apples,Henri Matisse,1916.0,1916.0,1916,France,Oil on canvas,Painting,['Modern Art']
8975,60914149-0e1e-b3a0-81b5-23f3c10d37c8,https://api.artic.edu/api/v1/artworks/8975,Forest at Martigues,André Derain,1908.0,1908.0,1908,France,Oil on canvas,Painting,['Modern Art']
144467,b8ca5039-1d0c-648d-ad46-838ecea3e14c,https://api.artic.edu/api/v1/artworks/144467,Farm near Duivendrecht,Piet Mondrian,1911.0,1921.0,c. 1916,Netherlands,Oil on canvas,Painting,['Modern Art']
64732,a11fa240-7a31-33fc-b209-30e8a455d0d0,https://api.artic.edu/api/v1/artworks/64732,Threatening,George Inness,1891.0,1891.0,1891,United States,Oil on canvas,Painting,['Arts of the Americas']
80475,75328b04-5c91-0951-7ce3-c6eaaf7d4a55,https://api.artic.edu/api/v1/artworks/80475,Ice-Bound Falls,Ernest Lawson,1919.0,1919.0,1919,United States,Oil on canvas,Painting,['Arts of the Americas']
27134,437e10f3-f9e0-06fb-0e2e-bf6fa69d6c24,https://api.artic.edu/api/v1/artworks/27134,Mrs. Thomas Sprigg,John Hesselius,1764.0,1764.0,1764,United States,Oil on canvas,Painting,['Arts of the Americas']
70037,544501c8-c144-000b-7165-f7a0b15b899d,https://api.artic.edu/api/v1/artworks/70037,Black Rock with Blue Sky and White Clouds,Georgia O'Keeffe,1972.0,1972.0,1972,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
14591,fd991fea-0c13-8444-7879-aba467f1d9db,https://api.artic.edu/api/v1/artworks/14591,Woman Reading,Édouard Manet,1880.0,1881.0,1880/81,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
14647,147e3ce7-1c08-fa84-57f7-f59d4ec90d3c,https://api.artic.edu/api/v1/artworks/14647,Young Woman Sewing,Pierre-Auguste Renoir,1879.0,1879.0,1879,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
14655,3a608f55-d76e-fa96-d0b1-0789fbc48f1e,https://api.artic.edu/api/v1/artworks/14655,Two Sisters (On the Terrace),Pierre-Auguste Renoir,1881.0,1881.0,1881,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
14650,64693216-bc82-0d21-9e57-86f8fc2e632b,https://api.artic.edu/api/v1/artworks/14650,Alfred Sisley,Pierre-Auguste Renoir,1870.0,1876.0,1876,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16261,fd1a9c27-d95b-d8e7-209c-5492d9eb6e92,https://api.artic.edu/api/v1/artworks/16261,Lamentation over the Body of Christ,Gerard David,1490.0,1510.0,c. 1500,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
16257,6fce7ae8-25e8-d7d9-7f36-0aee3703abea,https://api.artic.edu/api/v1/artworks/16257,Virgin and Child Crowned by Angels,Colyn de Coter,1490.0,1495.0,1490/95,Belgium,Oil on panel,Painting,['Painting and Sculpture of Europe']
16295,72083f93-6fe2-bfa8-b9a0-82e50c123015,https://api.artic.edu/api/v1/artworks/16295,Virgin and Child,Hans Memling,1480.0,1490.0,1485/90,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
16307,69a96c88-813f-1139-b3cc-c0c14b3a0fdb,https://api.artic.edu/api/v1/artworks/16307,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Virgin and Child",French School,1490.0,1500.0,1490/1500,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
16303,7db6cf67-3cd0-40dc-112b-4494eca99d73,https://api.artic.edu/api/v1/artworks/16303,Virgin and Child,Workshop of Rogier van der Weyden,1460.0,1500.0,1460/65,Belgium,Oil on panel,Painting,['Painting and Sculpture of Europe']
16312,3d42b252-b768-765a-7c0a-5b430e06c276,https://api.artic.edu/api/v1/artworks/16312,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: The Last Supper",French School,1475.0,1485.0,1490/1500,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
16309,107b6ab1-0554-535c-6f55-788e4fd90f37,https://api.artic.edu/api/v1/artworks/16309,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Saint John the Baptist",French School,1490.0,1500.0,1490/1500,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
16327,77951d0c-d781-eac6-f4ff-f13cc5cfc0cf,https://api.artic.edu/api/v1/artworks/16327,The Annunciation,"Jean Hey, (the Master of Moulins)",1490.0,1495.0,1490/95,France,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
16313,c7bdf016-c678-e0f0-13d0-eb8196d5159f,https://api.artic.edu/api/v1/artworks/16313,Altarpiece from Thuison-les-Abbeville: The Ascension,French School,1490.0,1500.0,1490/1500,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
16549,c12058f4-188f-c6ed-f0fe-52b32acfb296,https://api.artic.edu/api/v1/artworks/16549,Apples and Grapes,Claude Monet,1880.0,1880.0,1880,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16571,0f1cc0e0-e42e-be16-3f71-2022da38cb93,https://api.artic.edu/api/v1/artworks/16571,"Arrival of the Normandy Train, Gare Saint-Lazare",Claude Monet,1877.0,1877.0,1877,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16629,3e005f8a-d37f-871b-15bb-89756f1ed2e9,https://api.artic.edu/api/v1/artworks/16629,Fruits of the Midi,Pierre-Auguste Renoir,1881.0,1881.0,1881,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16617,479aff61-784e-e833-fd82-50ba8c819514,https://api.artic.edu/api/v1/artworks/16617,Chrysanthemums,Pierre-Auguste Renoir,1881.0,1882.0,1881/82,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16633,c4425cb6-d8b5-6390-603d-7f802406d05d,https://api.artic.edu/api/v1/artworks/16633,"The Seine at Port-Marly, Piles of Sand",Alfred Sisley,1875.0,1875.0,1875,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
20684,f8fd76e9-c396-5678-36ed-6a348c904d27,https://api.artic.edu/api/v1/artworks/20684,Paris Street; Rainy Day,Gustave Caillebotte,1877.0,1877.0,1877,Paris,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
20530,053f9be8-3617-c4ef-36cd-1deb5e13b288,https://api.artic.edu/api/v1/artworks/20530,"Rabbit Warren at Pontoise, Snow",Camille Pissarro,1879.0,1879.0,1879,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
25787,4a17bb4f-36a8-e032-506f-77f8a214877b,https://api.artic.edu/api/v1/artworks/25787,The Virgin and Saint John the Evangelist,Jacob Cornelisz. van Oostsanen,1510.0,1530.0,c. 1520,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
25749,266ebd5c-bc67-1e1e-9696-5a8e40e6de80,https://api.artic.edu/api/v1/artworks/25749,Fragment from Christ Carrying the Cross: Saint John the Evangelist,"Jean Hey, (the Master of Moulins)",1500.0,1505.0,1500/05,Provence,Oil on panel,Painting,['Painting and Sculpture of Europe']
25825,8f06717c-9ede-f22b-d13b-327a50c22f9c,https://api.artic.edu/api/v1/artworks/25825,Woman at the Piano,Pierre-Auguste Renoir,1875.0,1876.0,1875/76,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
33212,f38d16d0-7fa8-d6db-7922-3d0d057604c1,https://api.artic.edu/api/v1/artworks/33212,The Arcueil Aqueduct at Sceaux Railroad Crossing,Jean Baptiste Armand Guillaumin,1869.0,1879.0,1874,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
29095,fe17bc32-9512-fc0c-4c84-d812c8ea144c,https://api.artic.edu/api/v1/artworks/29095,Entombment,German School,1495.0,1505.0,1500-1505,Paris,Tempera on panel,Painting,['Painting and Sculpture of Europe']
37741,ed7aa098-e5c9-04dd-b09c-3416d1c56854,https://api.artic.edu/api/v1/artworks/37741,Watering Place at Marly,Alfred Sisley,1875.0,1875.0,1875,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
60514,f7433947-21bb-5b7f-c02f-e6f15c72bcd0,https://api.artic.edu/api/v1/artworks/60514,A Bishop Saint,"Bartolomé de Cárdenas, (called Bermejo)",1477.0,1485.0,1477/85,Spain,Oil on panel,Painting,['Painting and Sculpture of Europe']
59944,98d3c331-a4ef-f4a5-53a4-b9632a0b727c,https://api.artic.edu/api/v1/artworks/59944,The Laundress,Pierre-Auguste Renoir,1877.0,1879.0,1877/79,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
79777,11f6e7f8-9c46-1dd7-4ba8-4ef07bfc3bfa,https://api.artic.edu/api/v1/artworks/79777,Saint Anthony of Padua,Hans Memling,1480.0,1490.0,1485/90,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
81539,66f95ea3-a11a-1cf4-6599-d0a49bb25744,https://api.artic.edu/api/v1/artworks/81539,"On the Bank of the Seine, Bennecourt",Claude Monet,1868.0,1868.0,1868,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81557,caf4fa39-e2e8-344a-542c-2d9a03ec9d4b,https://api.artic.edu/api/v1/artworks/81557,Seascape,Pierre-Auguste Renoir,1879.0,1879.0,1879,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81555,1a1b74fe-ff2a-8991-0581-5d420f0b840e,https://api.artic.edu/api/v1/artworks/81555,Lunch at the Restaurant Fournaise (The Rowers' Lunch),Pierre-Auguste Renoir,1875.0,1875.0,1875,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81558,321c45f5-22a3-84a2-44cc-cf66642d4cf2,https://api.artic.edu/api/v1/artworks/81558,Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg),Pierre-Auguste Renoir,1879.0,1879.0,1879,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
95654,26e1c560-acca-3148-46dc-c144ac22bd3e,https://api.artic.edu/api/v1/artworks/95654,Near the Lake,Pierre-Auguste Renoir,1879.0,1880.0,1879/80,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
100345,d87c4fc3-f14f-f509-bb8e-89d3803ae9fb,https://api.artic.edu/api/v1/artworks/100345,The Adoration of the Christ Child,Jacob Cornelisz. van Oostsanen,1510.0,1520.0,c. 1515,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
100347,5f374b65-1f25-6034-af57-385d80ed302e,https://api.artic.edu/api/v1/artworks/100347,Saint Barbara,Jean Bellegambe,1515.0,1525.0,c. 1520,Belgium,Oil on panel,Painting,['Painting and Sculpture of Europe']
100346,c9fc58cb-18a5-5009-1a6b-90e5a7483798,https://api.artic.edu/api/v1/artworks/100346,Saint Catherine,Jean Bellegambe,1515.0,1525.0,c. 1520,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
110541,4eb368b5-3b66-ae2c-bd4a-2643015e05fc,https://api.artic.edu/api/v1/artworks/110541,The Crystal Palace,Camille Pissarro,1871.0,1871.0,1871,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
110673,66c1797f-b87e-8736-cdf6-c490bd34863b,https://api.artic.edu/api/v1/artworks/110673,Mater Dolorosa (Sorrowing Virgin),Dieric Bouts,1480.0,1500.0,1480/1500,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
154121,0274aa9e-95d1-2a8e-12e3-2b09d7749b4f,https://api.artic.edu/api/v1/artworks/154121,Calf's Head and Ox Tongue,Gustave Caillebotte,1877.0,1887.0,c. 1882,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
183006,5b05140d-7b91-ef9c-68fc-9ee13db64b21,https://api.artic.edu/api/v1/artworks/183006,Fragment from Christ Carrying the Cross: Mourning Virgin,"Jean Hey, (the Master of Moulins)",1500.0,1505.0,1500/05,Unknown Place,Oil on panel,Painting,['Painting and Sculpture of Europe']
20509,bded73a0-160b-e2a4-01f5-b8bec6a79c22,https://api.artic.edu/api/v1/artworks/20509,Solitaire,Balthus,1943.0,1943.0,1943,France,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
109439,e5d11520-96cd-8b62-06a9-6d16ddf8affd,https://api.artic.edu/api/v1/artworks/109439,America Windows,Marc Chagall,1977.0,1977.0,1977,France,Stained glass,Painting,['Modern Art']
100226,1693f1ff-40a4-e0e2-16cd-3d8d055dc266,https://api.artic.edu/api/v1/artworks/100226,Daisies,Henri Matisse,1939.0,1939.0,1939,France,Oil on canvas,Painting,['Modern Art']
75315,58f4d35a-cb4c-d92a-3c16-0630c5a0c231,https://api.artic.edu/api/v1/artworks/75315,Figure,Pablo Picasso,1927.0,1927.0,1927,Spain,Oil and chalk on canvas,Painting,['Modern Art']
79072,8a6e5b5b-7880-1b25-4bf7-621f4dae8505,https://api.artic.edu/api/v1/artworks/79072,Still Life,Pablo Picasso,1922.0,1922.0,"February 4, 1922",Spain,Oil on canvas,Painting,['Modern Art']
109275,64734461-887d-80b9-8489-e38cb05ac01d,https://api.artic.edu/api/v1/artworks/109275,Mother and Child,Pablo Picasso,1921.0,1921.0,1921,Spain,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
21668,b07c2b88-f2a2-4d0a-e401-ebf8d7928373,https://api.artic.edu/api/v1/artworks/21668,Eve,"Lucas Cranach, the Elder",1525.0,1542.0,1533/37,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
16648,38f866cb-9000-de5a-e655-d3fb4d8dc056,https://api.artic.edu/api/v1/artworks/16648,Woman in Front of a Still Life by Cezanne,Paul Gauguin,1890.0,1890.0,1890,France,Oil on linen canvas,Painting,['Painting and Sculpture of Europe']
7634,58d58cdf-ed3d-c641-1910-504ae64b8ce8,https://api.artic.edu/api/v1/artworks/7634,Landscape of the Four Seasons,Sesson Shukei,1501.0,1600.0,About 1560,Japan,Pair of six-panel screens; ink and light color on paper,Painting,['Arts of Asia']
127644,a8646837-9f22-0141-5716-fee38e53cc91,https://api.artic.edu/api/v1/artworks/127644,Autumn Maples with Poem Slips,Tosa Mitsuoki,1670.0,1680.0,c. 1675,Japan,"Six-panel screen (one of pair); Ink, colors, gold leaf, and gold powder on silk",Painting,"['Arts of Asia', 'Essentials', 'Arts of Asia 100']"
37511,0ae5da56-ca9a-4e0f-5e9d-455c02a4f7d3,https://api.artic.edu/api/v1/artworks/37511,An Album Page with a Battle Scene from Borzunama,Islamic,1501.0,1600.0,"Safavid dynasty (1521-1722), 16th century",Iran,"Ink, watercolor, and gold on paper",Painting,['Arts of Asia']
79772,f30e2874-3686-fb81-1f16-d114ee586b75,https://api.artic.edu/api/v1/artworks/79772,Les Baux,Loren MacIver,1952.0,1952.0,1952,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
32094,0f393afe-c66f-43af-c235-087014be8cf4,https://api.artic.edu/api/v1/artworks/32094,Portrait of an Artist,Ary Scheffer,1825.0,1835.0,c. 1830,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
110760,2295d601-573b-72f8-9760-cfec0d116b48,https://api.artic.edu/api/v1/artworks/110760,The Adventures of Ulysses,Apollonio di Giovanni,1435.0,1445.0,1435/45,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
153705,e170725f-cc12-cb0f-841e-8b1ea918933e,https://api.artic.edu/api/v1/artworks/153705,Foliage—Oak Tree and Fruit Seller,Édouard Jean Vuillard,1918.0,1918.0,1918,France,Distemper on canvas,Painting,['Painting and Sculpture of Europe']
263224,fcb7692a-4d3d-57e8-6045-168c80e7f194,https://api.artic.edu/api/v1/artworks/263224,Composition [Untitled],Bruce Alonzo Goff,1956.0,1956.0,1956,United States,"Opaque watercolor, sprayed through stencils and brushed, with pressure-sensitive stickers on
board",Painting,['Architecture and Design']
265992,11ec21b6-836c-89b3-270b-dfdb63385037,https://api.artic.edu/api/v1/artworks/265992,Untitled,Serge Chermayeff,1979.0,1979.0,1979,England,Oil on canvas,Painting,[]
87045,1fb77da1-e868-0bc2-eb9f-126a38ed4bd5,https://api.artic.edu/api/v1/artworks/87045,Still Life with Geranium,Henri Matisse,1906.0,1906.0,1906,France,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
4758,400ce9e8-2f67-44e2-dd68-e6c98880d27f,https://api.artic.edu/api/v1/artworks/4758,Stoke-by-Nayland,John Constable,1836.0,1836.0,1836,England,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
16499,4d03ba14-a01a-d003-404a-cf3f9fb40ede,https://api.artic.edu/api/v1/artworks/16499,Jesus Mocked by the Soldiers,Édouard Manet,1865.0,1865.0,1865,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
109938,564e2e3f-eb93-88a7-d265-8fea006facff,https://api.artic.edu/api/v1/artworks/109938,"Valley of Aosta: Snowstorm, Avalanche, and Thunderstorm",Joseph Mallord William Turner,1836.0,1837.0,1836/37,England,Oil on canvas,Painting,['Painting and Sculpture of Europe']
81505,3f0cd83f-84db-23e9-fb41-286de4bdae62,https://api.artic.edu/api/v1/artworks/81505,Lion Hunt,Eugène Delacroix,1860.0,1861.0,1860/61,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
110663,d4574667-943d-6e28-ec30-fe9c91eeeca1,https://api.artic.edu/api/v1/artworks/110663,The Combat of the Giaour and Hassan,Eugène Delacroix,1826.0,1826.0,1826,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
104106,2b70372d-bad1-edda-8169-f6478f73a5e1,https://api.artic.edu/api/v1/artworks/104106,Two Washerwomen Crossing a Small Park in Paris,Jean-François Rafaëlli,1885.0,1895.0,c. 1890,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
6565,b272df73-a965-ac37-4172-be4e99483637,https://api.artic.edu/api/v1/artworks/6565,American Gothic,Grant Wood,1930.0,1930.0,1930,United States,Oil on Beaver Board,Painting,"['Art Institute Icons', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
40619,81b5faed-1b74-4689-ae83-50fcd5e8f32e,https://api.artic.edu/api/v1/artworks/40619,Zapata,José Clemente Orozco,1930.0,1930.0,1930,Mexico,Oil on canvas,Painting,"['Latin American', 'Essentials', 'Arts of the Americas']"
54757,8077c8ff-93f5-de61-edb9-10185ea85429,https://api.artic.edu/api/v1/artworks/54757,Murder Mystery,Margo Hoff,1945.0,1945.0,1945,Chicago,Oil and casein on canvas board,Painting,"['Women artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
65901,8851a134-ad75-3cd9-5e03-b5b604b6e48c,https://api.artic.edu/api/v1/artworks/65901,Swing Music (Louis Armstrong),Arthur Dove,1938.0,1938.0,1938,United States,"Emulsion, oil, and wax on canvas",Painting,['Arts of the Americas']
64385,c4a64a92-e53e-f33e-9243-94e8ae678c49,https://api.artic.edu/api/v1/artworks/64385,Strange Worlds,Todros Geller,1928.0,1928.0,1928,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
111617,d812e25d-5d00-cb04-f973-c5eaf671d540,https://api.artic.edu/api/v1/artworks/111617,Cabin in the Cotton,Horace Pippin,1931.0,1937.0,c. 1931–37,United States,Oil on cotton mounted on Masonite,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
105800,f2c5656a-1347-c1f3-a32a-77c80102927d,https://api.artic.edu/api/v1/artworks/105800,Train Station,Walter Ellison,1930.0,1940.0,1935,United States,Oil on cardboard,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
125660,d58d7e2d-a735-a07d-6625-6aea4f58e27b,https://api.artic.edu/api/v1/artworks/125660,The Wedding,Jacob Lawrence,1948.0,1948.0,1948,United States,Egg tempera on hardboard,Painting,"['African American artists', 'African Diaspora', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
217201,76dafabb-b0bc-2e0c-4dfd-05c85aaa1af7,https://api.artic.edu/api/v1/artworks/217201,Cotton Pickers,Thomas Hart Benton,1945.0,1945.0,1945,United States,Oil on canvas,Painting,['Arts of the Americas']
235653,80394944-0342-11ad-89e6-b8367b31ad6f,https://api.artic.edu/api/v1/artworks/235653,Inscription Rock,Raymond Jonson,1928.0,1928.0,1928,United States,Oil on canvas,Painting,['Arts of the Americas']
248383,ea824388-bce7-f0bd-771f-822c9fd8ae9f,https://api.artic.edu/api/v1/artworks/248383,Le mal de mer (Seasickness),René Magritte,1947.0,1948.0,1947-48,Belgium,Oil on canvas,Painting,['Modern Art']
97873,c1f5d7ea-65f6-0ac6-d22f-549d27cfdd38,https://api.artic.edu/api/v1/artworks/97873,Rip Van Winkle,John Quidor,1829,1829,1829,United States,Oil on canvas,Painting,['Arts of the Americas']
2893,513f71f2-18d3-7d99-25a3-d9d1110bf729,https://api.artic.edu/api/v1/artworks/2893,Commerce Counselor Ebenstein,Oskar Kokoschka,1908,1908,1908,England,Oil on canvas,Painting,['Modern Art']
269229,d906f17c-de41-07b3-c1d6-f26139f711a0,https://api.artic.edu/api/v1/artworks/269229,Landscape,William Keith,-4713,-4713,1868-1900,United States,Oil on panel,Painting,['Arts of the Americas']
269230,c6cea784-0e0d-e690-f2dd-c25b5d061bef,https://api.artic.edu/api/v1/artworks/269230,Landscape,William Keith,1868,1900,1868-1900,United States,Oil on panel,Painting,['Arts of the Americas']
269223,2a1e5636-e9c6-6b72-70ab-437f767f73db,https://api.artic.edu/api/v1/artworks/269223,Landscape Painting,William Keith,1868,1900,1868-1900,United States,Oil on panel,Painting,['Arts of the Americas']
74884,4493119c-7fca-5647-60e3-e96b0e242edc,https://api.artic.edu/api/v1/artworks/74884,Landscape,William Keith,1868,1900,1868-1900,United States,Oil on panel,Painting,['Arts of the Americas']
64772,234f3c5c-4630-bbc4-276c-e97b18692696,https://api.artic.edu/api/v1/artworks/64772,Twilight in Italy,George Inness,1874,1874,1874,United States,Oil on panel,Painting,['Arts of the Americas']
11,7b7a6f39-1cd8-ea2f-9811-18b0e23edac0,https://api.artic.edu/api/v1/artworks/11,Self-Portrait,Walter Shirlaw,1878,1878,1878,United States,Oil on canvas,Painting,['Arts of the Americas']
97902,adff0f8c-8ad6-ccb6-4a6b-a24a1c6ba319,https://api.artic.edu/api/v1/artworks/97902,How the Horses Died for Their Country at Santiago,Frederic Remington,1899,1899,1899,United States,Oil on canvas,Painting,['Arts of the Americas']
64764,70742343-a189-c649-b8a7-da201269cea1,https://api.artic.edu/api/v1/artworks/64764,Twilight in Italy,George Inness,1890,1890,1890,United States,Oil on canvas,Painting,['Arts of the Americas']
57209,b9e7b19d-5746-34bd-cc38-81bd5cac6fb0,https://api.artic.edu/api/v1/artworks/57209,The August Moon,William Trost Richards,1889,1889,1889,United States,Oil on canvas,Painting,['Arts of the Americas']
82306,28789d64-9012-0b86-782a-cdb6e847ba84,https://api.artic.edu/api/v1/artworks/82306,Pink Composition (Composition en rose),Wou-Ki Zao,1951,1951,1951,France,Oil on canvas,Painting,['Contemporary Art']
15563,0f07eb70-3818-676a-c047-b1672d0a8277,https://api.artic.edu/api/v1/artworks/15563,The Night is Stirring (La nuit remue),Wou-Ki Zao,1956,1956,1956,France,Oil on linen,Painting,['Contemporary Art']
