id,image_id,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
30365,5510e671-04eb-e498-51b1-09e177bb5b46,"Portrait of a Grand Master of the Knights of Malta, Martin de Redin",Mattia Preti,1655,1665,c. 1660,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
120669,dec18f6c-7953-a8df-f629-cf416a1bee05,Seduction Scene on a Terrace by Moonlight,Mughal,1655,1665,18th century,Murshidabad,Opaque watercolor with gold on paper,Painting,['Arts of Asia']
15714,6f9efc13-46f6-32a6-ac9a-80447870fb5c,Portrait of Thomas Bulwer,Gerard van Soest,1654,1654,1654,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
111649,11f33728-685f-c85c-2326-cd0e42536044,Abraham's Sacrifice of Isaac,"David Teniers, the younger",1654,1656,1654/56,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
111647,ecc57db2-c119-fa97-9c40-f865607d0e9e,The Rape of Europa,"David Teniers, the younger",1654,1656,1654/56,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
111645,9c2c809d-7637-84b0-747c-0520fa16e901,The Rape of Europa,"David Teniers, the younger",1654,1656,1654/56,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
127725,069e17bb-af96-49f2-eb34-f61ab5f970c2,Bamboo and Fences,Tosa Mitsuoki,1654,1681,1654-81,Japan,One of a pair of six-fold screens; ink and light color on paper,Painting,['Arts of Asia']
35195,76017100-be7f-4c3c-2622-064f1472c889,The Lamentation,Andrea Vaccaro,1652,1652,1652,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16343,b246d3eb-8bfe-a031-4848-e00c053546ea,Fishing Boats in a Calm,Jan van de Cappelle,1651,1651,1651,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
28056,d96874ca-5efb-9af9-78ef-20099eb5ec61,Women Viewing Paintings,Jiao Bing Zhen,1650,1750,Qing Dynasty (1644–1912),China,Hanging scroll; ink and color on silk,Painting,['Arts of Asia']
8606,8b728f79-4937-4a98-5552-a3419cd6358f,Peasant Family at a Well,The Master of the Children's Caps,1650,1660,1650/60,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
9672,beeba230-022f-449a-a2fd-c0cf6c47d232,Christ Receiving the Children,Sébastien Bourdon,1650,1660,about 1655,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
47159,d065e4c4-6aef-3d16-b3ac-63883282e8f0,Meekness,Eustache Le Sueur,1650,1650,1650,France,Oil on panel,Painting,['Painting and Sculpture of Europe']
60755,50ac2e3e-1d1a-553f-6aeb-5c22cf323a8e,Landscape with the Ruins of the Castle of Egmond,Jacob van Ruisdael,1650,1655,1650/55,Holland,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
66022,46765075-304f-8dac-6b72-9a6262239a19,Portrait of a Man,Jan Mijtens,1650,1675,c. 1660/65,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
80524,59bda4ff-c59a-ed97-5c82-b3b7556693b3,Portrait of a woman,Ferdinand Bol,1650,1660,c.1655,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
86782,6246e043-2b40-bf6b-ab7d-f2a4109e25d8,Portrait of a Woman,Nicolaes Maes,1650,1660,1650/60,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
111614,3b2866b5-2b4d-871f-3a61-33178831b0ec,Portrait of a Man,Nicolaes Maes,1650,1660,1650/60,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
53563,87bcfb35-1265-99d2-bd3b-86439e034b58,Akbar Offering Timur's Crown to Shah Jahan,Islamic,1650,1700,"Mughal period (1526–1857), ca. 1650–1700",Iran,Ink on paper,Painting,['Arts of Asia']
87633,ff93ff9f-3a49-581d-f6a3-01c078ff987e,Jacob's Farewell to Benjamin,Follower of Rembrandt van Rijn,1650,1660,1650/60,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
110559,56909e17-e34d-9c18-d0b9-2a08ceff911c,Portrait of a Woman,Dutch School,1650,1660,c. 1655,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
11392,c09e1324-a54a-ce55-96a0-dc66034bf570,Saint John the Baptist Pointing to Christ,Bartolomé Estéban Murillo,1650,1660,c. 1655,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
198904,2cb5b35b-9dce-96c9-5dd4-fc761c776e0e,Bamboo and Fences,Tosa Mitsuoki,1649,1686,1654/81,Japan,"Pair of six-fold screens, ink and light color on paper",Painting,['Arts of Asia']
127724,2cb5b35b-9dce-96c9-5dd4-fc761c776e0e,Bamboo and Fences,Tosa Mitsuoki,1649,1686,1654/81,Japan,"One of a pair of six-fold screens, ink and light color on paper",Painting,['Arts of Asia']
46387,0b5406ad-d98e-5148-2668-92ecf87a6900,Portrait of Tao Yuanming,Yu Zhiding,1647,1709,"Qing dynasty (1644–1911), early 19th century",China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
146953,5de78980-17d7-8fb5-83de-7b2ae4e997f2,Two Cows and a Young Bull beside a Fence in a Meadow,Paulus Potter,1647,1647,1647,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
242449,774c1cdd-74f5-dadf-8e84-143410cc7119,Crucifixion,María Josefa Sánchez,1646,1646,1646,Spain,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Women artists before 1800', 'Women artists']"
84096,add1be75-4581-568d-0751-ae2fbb61ebf3,Dead Birds and Shot Bags,Pieter Boel,1645,1655,1650/1660,Flanders,Oil on canvas,Painting,['Painting and Sculpture of Europe']
69041,96458291-2c6c-76ba-4be9-dca201687edf,Italian Landscape with Travelers,Jan Both,1645,1650,1645/50,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
80548,97ca059c-6d86-4128-e216-6dbdcf4e8f3a,Young Man in a Turban,Follower of Rembrandt van Rijn,1645,1655,c. 1650,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
94840,2d83fb4d-1851-ad82-46c6-1c737976e3fd,Young Woman at an Open Half-Door,Workshop of Rembrandt van Rijn,1645,1645,1645,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16413,292c2b1e-90cb-3539-7527-819a7875218d,Portrait of an Officer,Italian School,1645,1655,c. 1650,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
24677,f621af47-1f60-d479-0be5-7e3a3700041a,The Adoration of the Magi,Pietro della Vecchia,1645,1655,c. 1650,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
160015,40c528cd-7871-a283-af68-4f2d0a250b3c,Willow Bridge and Waterwheel,Hasegawa Sôya,1645,1655,c. 1650,Japan,"Pair of six-panel screens; ink, color, gold, and silver on paper",Painting,['Arts of Asia']
11022,d0cbcbff-7858-c6a4-e12a-4b691f21ca6d,The Sacrifice of Polyxena,Giulio Carpioni,1645,1655,c. 1650,Venice,Oil on canvas,Painting,['Painting and Sculpture of Europe']
77125,d00e0b44-1e0b-d0bb-0fa9-32fc6cf16ad1,Portrait of Du Jun,Zhang Feng,1644,1911,Qing dynasty (1644–1911); 17th century,China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
79314,5eb46d0a-614a-1931-9b9d-8da8f41a6637,Dream Journey to Rivers and Mountains,Cheng Zhengkui,1644,1912,Qing dynasty (1644–1912); c. 1655,China,Handscroll; ink and soft colors on paper,Painting,['Arts of Asia']
23461,5a71edb7-1bf9-4dc1-637b-dd830adfe9d1,Old Pine Tree in a Ravine,Lu Wei,1644,1912,Qing dynasty (1644–1911),China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
25247,d2b56c9c-0824-9d66-fab6-2b02493f6855,Tree Peonies in Full Bloom,"Longyu, Empress Dowager of China",1644,1911,"Qing dynasty (1644–1911), dated 1911",China,Hanging scroll; ink and colors on silk,Painting,"['Arts of Asia', 'Women artists']"
28154,85418455-109a-ff4f-089e-e67ef8de9f03,Landscape,Xiang Shengmo,1644,1912,"Qing dynasty (1644–1912), late 17th century",China,Handscroll; ink and color on paper,Painting,['Arts of Asia']
28899,c014f301-8c67-6d8a-1ef5-5b9752939498,The Dragon and Phoenix Peak of Mount Tianmu,Zhang Feng,1644,1912,Qing dynasty (1644–1912); c. 1660,China,Hanging scroll; ink and color on silk,Painting,['Arts of Asia']
34720,a264aab8-66f8-0308-234d-f0a1e1df8118,"Flowers, Vegetables, and Fruit 花卉蔬果图",Xu Chongsi,1644,1911,"Qing dynasty (1644–1911), 18th century 清代",China,Handscroll; ink and colors on silk,Painting,['Arts of Asia']
72878,5fc0bcd4-f127-a423-630a-2fbc36313a3d,Crows Descending to Withered Trees,Zhang Feng,1644,1911,Qing dynasty (1644–1911),China,Handscroll; ink on paper,Painting,['Arts of Asia']
79099,59b4da50-e39e-cc6c-1609-6ea432b6aea6,Chrysanthemums,Zou Yigui,1644,1911,"Qing dynasty (1644–1911), 18th century",China,Hanging scroll; ink and color on silk,Painting,['Arts of Asia']
86451,f42f6c53-7682-35df-8fbf-d58880d15b7e,Landscape,Gong Xian,1644,1689,"Qing dynasty/early Republican period, 19th/early 20th century",China,Handscroll; ink on paper,Painting,['Arts of Asia']
104470,a608ae06-f7d9-bca8-2e66-f61bbbf12eb8,Floating in Spring on the River,Zhu Renfeng,1644,1912,Qing Dynasty (1644–1912); c.1810,China,Handscroll; ink and colors on paper,Painting,['Arts of Asia']
184999,3a580f19-8529-453c-9d27-383534a43410,Yandang Mountains after the Style of Shen Zhou,Cai Jiating,1644,1911,"Qing dynasty (1644–1911), early 19th century",China,Handscroll; ink and colors on paper,Painting,['Arts of Asia']
256449,7e2c152b-c326-c239-6f47-a1299095d5fa,Flowers in Four Season 四季花卉图册,Wu Zhang,1644,1912,"Qing dynasty (1644–1912), 1736 清代",China,Album of ten leaves; ink and colour on paper,Painting,"['Arts of Asia 100', 'Arts of Asia']"
862,c95d58bf-fe9e-e5bb-2c71-ab8bad984759,Portrait of an Artist,Follower of Frans Hals,1644,1644,1644,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
29757,aadf0370-4651-4a50-4c5b-1a7bdbb80d05,Eight Views of the Xiao and Xiang Rivers,Sekkei,1644,1732,Late 17th–early 18th century,Japan,"Pair of six-fold screens; ink, colors, and gold paint on paper",Painting,['Arts of Asia']
35175,451ba11b-1cfc-da58-d7f7-ec7f8734ae83,Travellers Halting at an Inn,Isaac van Ostade,1643,1643,1643,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
28157,e0314dfb-14fb-cd68-4a81-34d5a3fd9af9,Landscape,Wang Yuanqi,1642,1715,"Qing dynasty (1644–1912), 1706",China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
86236,9bb4c0d6-27e2-9b5d-0a0a-6c32fe08bc57,Mountainous Landscape after Wang Meng,Wang Yuanqi,1642,1715,"Qing dynasty (1644–1911), 1715",China,Hanging scroll; ink on paper,Painting,['Arts of Asia']
181702,571dac0d-3f2e-3463-814a-e56951bbe722,A View of Vianen with a Herdsman and Cattle by a River,Aelbert Cuyp,1640,1648,c. 1643/45,Dordrecht,Oil on panel,Painting,['Painting and Sculpture of Europe']
867,18adfd19-6c76-989e-36ae-1343aa15701b,The Guardhouse,"David Teniers, the younger",1640,1650,1640/50,Flanders,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16497,40bc6b72-8acf-8e9f-cf6d-c33050250768,The Flight into Egypt,Abraham Jansz. van Diepenbeeck,1640,1660,c. 1650,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
5848,aa870b0d-5a1b-660a-6dc6-56c12109cf6e,Landscape with Saint John on Patmos,Nicolas Poussin,1640,1640,1640,France,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
53061,8f22ca73-94f1-a426-6656-8ab825657c25,Christ on the Cross with Mary Magdalene,Follower of Simon Vouet,1640,1650,1640/50,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
160136,11caaf7a-bf12-37f5-99c6-a096de76de18,Boats in an Estuary,Aelbert Cuyp,1640,1691,17th century,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
31176,3874bdf8-6415-798e-1d5e-8f7a241b5309,Portrait of a Man,Jan Baptist Weenix,1640,1660,c. 1650,Holland,Oil on copper,Painting,['Painting and Sculpture of Europe']
53495,c612af6e-f630-487e-5b85-3a15381065fc,A Witches' Sabbath,Cornelis Saftleven,1640,1660,c. 1650,Holland,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Halloween']"
76877,02735665-fe0f-b015-8d49-772552805973,Beauty Holding a Flower,Mughal,1640,1660,Mid–17th century,India,"Opaque watercolor, gold, and ink on paper",Painting,['Arts of Asia']
111059,605bbcdf-c437-89df-ca7c-7c68682086af,Flowers and Fruit in a Chinese Bowl,Juan de Zurbarán,1640,1650,c. 1645,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
61665,5fa784d4-f5d4-cc88-2f8c-0d7bad4945c4,Saint Romanus of Antioch and Saint Barulas,Francisco de Zurbarán,1638,1638,1638,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
8209,0e4413fc-0977-c5c9-e593-2a9908650335,Landscape in the Style of Ancient Masters: after Gao Kegong (1248-1310),Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204588,debf5973-c53b-0292-9392-c494b034c90d,"Landscape in the Style of Ancient Masters: after Gao Shangshu, following Dong Yuan (active 937-975) and Ju Ran, and later in the style of Mi Fu (1051_-1107)",Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204589,0605c503-35c8-e2be-71f8-17189dc4a4b3,Landscape in the Style of Ancient Masters: after Fang Congyi (active c. 1340-80),Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204587,f900542a-7802-26cb-f93a-0ac000bed024,Landscape in the Style of Ancient Masters: after Ni Zan (1301-1374),Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204586,b79cf5f8-584a-4d77-60b7-11e7c71c31f7,Landscape in the Style of Ancient Masters: Songxuezhai Lan Ying,Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204585,9ee4c0c6-a999-d440-bcf7-62fc2bc9b106,"Landscape in the Style of Ancient Masters: after Ni Zan (1301-1374), Cao Zhibo (1272-1355)",Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204613,946926a9-f488-bd8f-90dc-e144325de1e4,"Landscape in the Style of Ancient Masters: colophon by Lu Hui, dated 1912",Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204607,105ea4c3-910e-ab34-c3cd-32ec5b91c224,Landscape in the Style of Ancient Masters: frontispiece title by Lu Hui (1851-1920),Lu Hui,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204584,8bfeed95-7ec5-134c-1e31-aa998a7900a9,Landscape in the Style of Ancient Masters: after Wang Meng (c. 1308-1385),Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
204583,33dfbf42-50aa-20ab-2d01-69bd41678dac,Landscape in the Style of Ancient Masters: Artist's commentary,Lan Ying,1637,1647,"Ming dynasty (1368–1644), 1642",China,Album leaf; ink and colors on paper,Painting,['Arts of Asia']
59956,5ee19981-a8f5-1306-3ec5-eb79c14ac1a6,The Wedding of Peleus and Thetis,Peter Paul Rubens,1636,1636,1636,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
17956,1043be9e-936e-56dc-4441-86d655da56d1,Landsape with Waterfall,Kanô Tsunenobu,1636,1713,Late 17th–early 18th century,Japan,"Triptych of hanging scrolls; ink and
light colors on silk",Painting,['Arts of Asia']
17951,33359c0a-f569-9972-e8bd-a02ada37487e,Snowy Landscape,Kanô Tsunenobu,1636,1713,Late 17th–early 18th century,Japan,"Triptych of hanging scrolls; ink and
light colors on silk",Painting,['Arts of Asia']
17948,68c1b739-0227-7f85-af61-f384a567143c,Fei Jiang-fang with a Crane,Kanô Tsunenobu,1636,1713,Late 17th–early 18th century,Japan,Triptych of hanging scrolls; ink and light colors on silk,Painting,['Arts of Asia']
142524,31bdf17a-cd83-9cc7-61bc-5e09be0d7160,The Four Accomplishments,Kanô Tsunenobu,1636,1713,c. 1700,Japan,Ink and colors on silk,Painting,['Arts of Asia']
16417,aabaac7c-d41a-f31d-7411-77f5f3fea322,The Flageolet Player,"David Teniers, the younger",1635,1640,1635/40,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
11434,1f5b595f-dbbd-3c9d-ca49-9263c3d93841,Salome with the Head of Saint John the Baptist,Guido Reni,1635,1645,c. 1639–42,Italy,Oil on canvas,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
19333,29163982-8310-36bb-3530-2b5000ce7290,Kitchen Still Life,Paolo Antonio Barbieri,1635,1645,c. 1640,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
20887,5372920d-7536-64ec-bf48-264e084635f8,Portrait of a Young Girl,Pieter Dubordieu,1633,1635,1633/35,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
16370,fc76abe6-5252-a690-dd1c-6e2480c0ffbb,Fishing Boats off an Estuary,Jan van Goyen,1633,1633,1633,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
43183,42307ee8-3dc8-3549-4c82-b1387e2f2372,Scholar Playing a Qin 弹琴折扇,Cheng Jiasui,1632,1632,1632,China,"Folding fan mounted as an album leaf; ink on
gold-flecked paper",Painting,['Arts of Asia']
84767,cd9e4fe1-7404-dbee-522f-8d8e0335a830,The Bamboo Slope 竹坡圖,Wang Hui,1632,1717,"Qing dynasty (1644–1912), 1710 清朝",China,Handscroll; ink on paper,Painting,['Arts of Asia']
16347,99adb7e5-88b6-c17c-850b-fcf3da4f1f40,An Elegant Company,Pieter Codde,1632,1632,1632,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
111418,cec52f00-87a3-1e81-a663-520004ab7259,"Panthea, Cyrus, and Araspas",Laurent de La Hyre,1631,1634,1631-34,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
40507,e99fba95-e252-1cfc-4204-55d2f3143a5e,Christ in the Storm,Heinrich Jansen,1630,1670,1650,Denmark,Oil on panel,Painting,['Painting and Sculpture of Europe']
100356,e540512e-7bb1-e713-4ef9-fdea43ebbcd3,The Apotheosis of the Hero,Follower of Peter Paul Rubens,1630,1640,1630/40,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
45829,91f56173-2f20-70fa-c0ac-f00bed4268d0,Landscape with a Herdsman and Goats,Gaspard Dughet,1630,1640,c. 1635,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
62450,87d426ca-4537-1386-50bf-6c2d5a5d7d17,Still Life with a Basket of Fruit and a Bunch of Asparagus,Louise Moillon,1630,1630,1630,France,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Women artists before 1800', 'Women artists']"
28173,50ac4789-b167-eb84-b8da-3b3ddc1c095d,The Resurrection,Bartholomeus Breenbergh,1630,1640,c. 1635,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
111467,4aae65a7-e5db-54be-82d5-43cc6b347dbd,The Raising of Lazarus,Follower of Rembrandt van Rijn,1630,1635,1630/35,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
8097,1b605198-afe5-1052-3c7b-0c08734238e1,Landscape with Rock and Fortress,Domenico Gargiuli (Micco Spadaro),1630,1660,c. 1640/50,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
35280,a7fb57e1-d5d2-8569-7314-9dc35c573640,Nymphs Bathing,Dirck van der Lisse,1630,1669,c. 1640/60,Netherlands,Oil on copper,Painting,['Painting and Sculpture of Europe']
16494,a19aa3c2-56aa-cfd2-d92a-dabb5ba5b488,Virgin and Child with Saint Elizabeth and the Infant Saint John the Baptist,Jacques Blanchard,1628,1629,1628/29,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
120172,d51eb11c-da63-0888-0a59-6a5ef0631142,Penitent Saint Peter,Jusepe de Ribera,1628,1632,1628/32,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
76391,f7c3cd41-4a92-cb27-d9d5-5107f29a7633,Planting Fragrant Fungus at the Tiaozhou'an,Chen Guan,1627,1627,"Ming dynasty (1368–1644), 1627 (?)",China,Hanging scroll; ink and light color on paper,Painting,['Arts of Asia']
105945,730ab90f-45c3-ca32-77d0-a43858cdbbab,Portrait of a Lady,Frans Hals,1627,1627,1627,Holland,Oil on canvas,Painting,['Painting and Sculpture of Europe']
80084,9920a4f9-09f9-86f4-b06d-b0af0590baac,The Crucifixion,Francisco de Zurbarán,1627,1627,1627,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
80560,0893821b-474d-c87c-b528-a059919089e7,"Isabella of Bourbon, Wife of Philip IV of Spain",Studio of Diego Rodriguez de Velázquez,1627,1637,c. 1632,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
41211,a2450337-afed-2797-17e7-2e1f2158235c,Portrait of Philip IV,Studio of Diego Rodriguez de Velázquez,1627,1637,c. 1632,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
866,8f899167-2faf-bd0d-cf9c-9ca2fcb07a4b,Helena Tromper Du Bois,Anthony van Dyck,1626,1636,c. 1631,Flanders,Oil on canvas,Painting,['Painting and Sculpture of Europe']
95998,83375479-f7a9-bac3-44a8-e705ab6e423c,Old Man with a Gold Chain,Rembrandt van Rijn,1626,1636,1631,Holland,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
15698,9420990e-602d-5b82-d82c-538c25bc7e53,Portrait of Isabella of Bourbon,Peter Paul Rubens,1625,1635,c. 1630,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
80535,a061fcd4-88da-53f4-726f-72e3d71757a3,Portrait of a Man,Follower of Anthonie van Dyck,1625,1630,1625/30,Genoa,Oil on canvas,Painting,['Painting and Sculpture of Europe']
49336,c0a4ca33-c855-b1d3-c3dc-2eefb580377a,"A Procession Scene with Musicians, from a copy of the Padshanama",Mughal,1625,1675,c. 1650,India,Opaque watercolor and gold on paper,Painting,['Arts of Asia']
8104,f0447c50-f4c9-ecb2-2695-22669e1469cd,"St. Gerardo Sagredo, Bishop of Csanád",Bernardo Strozzi,1625,1635,1633,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
11272,1914a6cb-8ec7-064e-4c99-de41637f889c,Maize and Cockscombs,Tawaraya Sôtatsu,1625,1675,mid 17th century,Japan,"Six-panel screen; ink, color, and gold on paper",Painting,"['Arts of Asia', 'Essentials']"
495,5a47a0b8-d21b-b5ae-c8f2-3b99476e6e75,Coast Scene,"Reinier Nooms, called Zeeman",1625,1675,mid–17th century,Netherlands,Oil,Painting,['Painting and Sculpture of Europe']
16349,50931576-e0cd-3616-4668-7dbdcf6185de,Travellers Arriving at an Inn,Pieter De Neyn,1625,1640,1630/40,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
59894,3dea7add-50e5-fe2c-8f05-2fb433a9e4ef,The Rommel-Pot Player,Follower of Frans Hals,1625,1635,c. 1630,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
111427,ad3f403a-62e5-3d91-3a8c-ecc5f4fc99e5,"Democritus, the Laughing Philosopher",Spanish School,1625,1635,c. 1630,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
21682,8ad05eb4-13ce-0421-4cb2-05046bfbde4d,Still Life,Pieter Claesz,1625,1625,about 1625,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
30901,f8a1f3b3-4506-d336-aceb-5aec6c4a2e3d,The Denial of Saint Peter,Hendrick Terbrugghen,1623,1633,1626/1629,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
6831,da3e9da7-09ed-412c-16b0-8ceedd38571f,Saint John the Baptist in the Wilderness,Diego Velázquez,1622,1622,ca. 1622,Seville,Oil on canvas,Painting,['Painting and Sculpture of Europe']
75568,eb98bfbb-c0a7-26bb-ca83-30acff14aae6,Recluse Dwellings in the Autumn Mountains,Mi Wanzhong,1621,1621,"Ming dynasty (1368–1644), 1621",China,Handscroll; ink and colors on paper,Painting,['Arts of Asia']
25790,15a87438-df7b-8fe1-203f-e0b4d36236a0,The Adoration of the Eucharist,Peter Paul Rubens,1621,1631,about 1626,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
243872,89300e26-55e8-ca20-9422-24c721192216,A Boy Blowing on a Firebrand,Gerrit van Honthorst,1621,1622,1621/22,Netherlands,Oil on canvas,Painting,['Painting and Sculpture of Europe']
28874,58f58363-f567-0e49-7956-d49400721b1c,St. Albert of Louvain,Peter Paul Rubens,1620,1620,1620,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
99306,3529f646-07de-a716-9003-49b68b4f3cec,Mother and Child,Mughal,1620,1630,c. 1625,India,Black ink with gold on paper,Painting,['Arts of Asia']
20419,2685ae09-bc4e-5e01-f2f6-cf41b1a75349,Venus and Cupid,Alessandro Turchi,1620,1640,c. 1630,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
50309,5c9652f0-33b4-7b2b-2be5-007d2e6ea214,Hercules and Hesione,Bartolomeo Salvestrini,1620,1640,c. 1630,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
19322,d67f1cfe-c16f-0b19-1acb-4d915f158991,Christ Washing the Disciples' Feet,Jan Lievens,1620,1645,c. 1630/35,Netherlands,Oil on paper mounted on wood,Painting,['Painting and Sculpture of Europe']
111428,43325575-c0a1-67c2-4eb5-5fcabafd098e,"Heraclitus, the Weeping Philosopher",Spanish School,1620,1640,c. 1630,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
209969,3b06a501-7b91-07b2-80f1-a683cbfeaad9,Landscape with Hunters,Paul Bril,1619,1619,1619,Flanders,Oil on canvas,Painting,['Painting and Sculpture of Europe']
19336,a49c5ada-f461-d7d1-0f1b-468ac577a872,The Resurrection,Francesco Buoneri,1619,1620,c. 1619-20,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
21934,68452725-eba5-06e3-46d2-50c678a5d672,Kitchen Scene,Diego Velázquez,1618,1622,1618/20,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
87515,5403c6fd-fb8b-c22c-abaa-9c30eb3710f4,Job,Spanish School,1618,1630,1618/30,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
78591,51b5e908-743a-04a2-b080-9f9f2a33e502,Marie de Médicis,"Frans Pourbus, the Younger",1616,1616,1616,Flanders,Oil on canvas,Painting,['Painting and Sculpture of Europe']
37743,1865cfaa-51b3-8916-56eb-6b57cf95c772,The Annunciation,"Frans Francken, II",1615,1625,c. 1620,Flanders,Oil on copper,Painting,['Painting and Sculpture of Europe']
80539,a3ec9571-7c26-2d6a-3c60-28872828ddcf,Portrait of a Young Lady,Paulus Moreelse,1615,1625,c. 1620,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
70592,fcd4bf60-6889-6501-74ed-9eb045e01a4f,"The Birth of Rustam, page from a copy of the Shahnama of Firdausi",Islamic,1615,1625,Safavid dynasty (1501–1722)، dated c.1620,Iran,Opaque watercolor and gold on paper,Painting,['Arts of Asia']
