id,image_id,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
264952,868d8085-a037-a390-e477-bb2feacd199f,Watching Men #5,Kurt Kauper,2022,2022,2022,United States,Oil on dibond,Painting,['Contemporary Art']
265945,264e3401-bf5c-7a1f-544b-862ac817aa18,Medusa with Red and Blue,Sarah Crowner,2022,2022,2022,United States,"Acrylic on canvas, sewn",Painting,['Contemporary Art']
262711,ec2bfc30-1a8f-52b1-60f0-89d2c04e3c21,Untitled,Kai Althoff,2021,2021,2021,Germany,Oil on linen,Painting,['Contemporary Art']
265253,4c4ed9f6-a86c-a9a7-1418-9cb9a700ff9e,What black is this you say?—”I thought red koolaid was juice til I was 10 years old”—black (06.03.20),Amanda Williams,2021,2021,2021,United States,"Oil, mixed media on canvas",Painting,['Contemporary Art']
260037,52edf63c-0706-cf5d-c7de-b3a458b60ff4,Barack,Jordan Casteel,2020,2020,2020,United States,Oil on canvas,Painting,['Contemporary Art']
265967,795d3735-7e4b-747d-54f1-462bc97250a1,"Score for Threshold, NorthWest - One [ spectrum violet ]",Julia Fish,2020,2022,2020-2022,United States,Oil on canvas,Painting,['Contemporary Art']
262601,6f93e7ab-37da-9002-084b-083faa846475,Deep Structure with Ledger Line,Jennie C. Jones,2020,2020,2020,United States,Acoustic diffuser and acrylic on canvas,Painting,['Contemporary Art']
261409,3afbb845-dbaf-a00a-d651-8cbd2b99df37,dna:study,McArthur Binion,2020,2020,2020,United States,"Ink, oil paint stick and paper on board",Painting,['Contemporary Art']
262498,1d9023fa-7c09-f221-2419-b26d6b707c85,Playing Dub Records in Berlin,Reggie Burrows Hodges,2020,2020,2020,United States,Acrylic and pastel on linen,Painting,[]
250924,5e032f0c-42d3-74e4-1bb6-66250a8ad6c6,We Knew So Little Then/ I Know Even Less Now...,Christina Quarles,2019,2019,2019,Chicago,Acrylic on canvas,Painting,['Contemporary Art']
265988,b9dfa633-1fe0-dcec-6e29-4b87336825c4,Native,Vayeda Brothers,2019,2019,2019,India,Cow dung background and white watercolor on traditionally treated cloth,Painting,['Arts of Asia']
261731,34b66a3a-1659-f508-b3b5-73b8f7893416,Waterfall,Hiroshi Senju,2019,2019,2019,Japan,"Two pairs of six-panel folding screens
Acrylic and fluorescent pigments on Japanese mulberry paper",Painting,['Arts of Asia']
255586,0cc2dd00-6601-9a0e-4a84-7fae1c875702,Untitled 2,Zheng Chongbin,2018,2018,2018,China,"Ink, acrylic, Xuan paper",Painting,['Arts of Asia']
264927,f410d951-28e7-a5a2-3df3-5709e6098f9d,Saltscape Lattice 盐图晶格,Zhang Hong,2018,2018,2018,China,"Photography, salt crystals, and Chinese ink on xuan paper",Painting,['Arts of Asia']
263698,b9c8bf2b-5427-55d2-f10f-91746acf260c,Night Classes at the Department of Painting Drawing and Sculpture,Lisa Yuskavage,2018,2020,2018-2020,United States,Oil on linen,Painting,[]
242595,00eaf6af-8e86-ebf2-c376-3ea2ef390198,Crows Going Back to Their Nest - Satire on the King of Wu,Wang Dongling,2017,2017,2017,China,"Acrylic on plexi glass board, framed",Painting,"['Japanese', 'Arts of Asia']"
242593,d7900989-07fb-1e7f-e0e0-2b4335833bfd,Drinking Wine,Wang Dongling,2017,2017,2017,China,"Acrylic on plexi glass board, framed",Painting,"['Japanese', 'Arts of Asia']"
242592,851d4003-c1e4-a413-aa2d-f46d510d4bfa,Autumn Evening in the Mountains,Wang Dongling,2017,2017,2017,China,"Acrylic on plexi glass board, framed",Painting,"['Japanese', 'Arts of Asia']"
242594,8b5e8795-e85c-4591-d029-69cfdd15e660,Night Moor at Maple Bridge,Wang Dongling,2017,2017,2017,China,"Acrylic on plexi glass board, framed",Painting,"['Japanese', 'Arts of Asia']"
242073,711a2963-6643-ddaf-dc3a-b2379f4bc93c,"Xuanpu, (Hanging Garden)",Xu Longsen,2016,2017,2016–2017,China,Ink on paper,Painting,"['Japanese', 'Arts of Asia']"
243087,aa333c0a-5695-2e28-fff2-a382192895c8,"Shangtian-Mid Series, (Ascending Heaven)",Xu Longsen,2016,2017,2016–2017,China,Ink on felt,Painting,"['Japanese', 'Arts of Asia']"
237874,14c6169b-dac7-210e-7e37-fb3d1ce24bf5,Almost There,B. M. Kamath,2016,2016,2016,India,Gouache on silk,Painting,['Arts of Asia']
265954,8a8394a8-6419-2d96-49d2-d192de96569c,Untitled,Michelle Grabner,2016,2016,2016,United States,Oil and gesso on burlap and panel,Painting,['Contemporary Art']
266166,0728a578-91ca-7f15-eeaf-07530bc5ed61,Black in America,Samuel Levi Jones,2016,2016,2016,United States,"Encyclopedia, law books, and Afro-American reference books on canvas",Painting,['Contemporary Art']
239746,285b692f-ac70-3a33-4080-188ded86338f,Moonstruck Ink 20167,Zhang Long,2015,2015,2015,China,Ink on rice paper,Painting,['Arts of Asia']
239756,ec08c909-e7ef-ae18-9aef-2596cae491ca,Empty Series,Zhang Zhaohui,2015,2015,2015,China,Ink on rice paper,Painting,['Arts of Asia']
229866,8689cd14-1ddb-4d6e-b7fb-f5e0918e9408,Finnish Painting,Pope.L,2015,2015,2015,United States,"Oil, acrylic, flash paint, marker, pen, collage, thumbtacks and tape on torn paper",Painting,"['Contemporary Art', 'Chicago Artists']"
223332,9f80e6de-296b-1d35-3e97-2a01998b9b63,Blue and Gold,Desmond Lazaro,2014,2014,2014,India,Gold leaf over gesso on blue fabric,Painting,['Arts of Asia']
228638,8439d75b-bc3f-fbfc-0f5b-bb4d9d3f0571,Galaxy (Fugetsudoten; 風月同天),Ibe Kyoko,2014,2014,2014,Japan,"Pair of paintings stretched on frames; old documents, mineral pigments, mica, gold and silver on gampi paper",Painting,"['Arts of Asia', 'Women artists']"
225016,5fc89305-7b02-ef42-d93b-5fd55d073ce9,A Siren Beside a Ship,Mark Bradford,2014,2014,2014,United States,Mixed media on canvas,Painting,"['African Diaspora', 'Contemporary Art', 'African American artists']"
251343,a2a2e536-cbfe-b41e-f458-f2fe96a54f60,Warm Offering,Penny Siopis,2012,2018,2012-2018,Cape Town,"Glue, ink and oil on canvas",Painting,"['Contemporary Art', 'Women artists']"
217365,f9d41d25-619e-1ae6-1cbc-ea56c858cc4d,"Passing Through the Opposite of What It Approaches, Chapter 25",R. H.  Quaytman,2012,2012,2012,United States,"Acrylic, silk-screened tempera, gesso on wood",Painting,"['Contemporary Art', 'Women artists']"
223342,eec3082f-c6ad-ff4d-d2de-2e4e28e1b876,Overrun,Dan Walsh,2012,2012,2012,United States,Acrylic on canvas,Painting,['Contemporary Art']
260078,de33e824-be49-0343-800a-3fc43d6cfe3d,Humility (Demut),Rosa Loy,2011,2011,2011,Germany,Casein on canvas,Painting,['Contemporary Art']
209580,19911e07-f330-9337-26c6-982dc74f1422,The Drawing Class,Nicole Eisenman,2011,2011,2011,United States,Oil and charcoal on canvas,Painting,"['Contemporary Art', 'Women artists']"
208478,f7eab475-03ab-67ef-c70c-ea92328e200b,The Villa at Meson,Joe Zucker,2010,2010,2010,United States,Watercolor on gypsum on plywood,Painting,"['Contemporary Art', 'SAIC Alumni and Faculty']"
257401,0fa3143c-6a1a-636e-2228-ed1a2c0a8d4a,Sparkling Night and Gentle Wind,BuZi,2009,2009,2009,Taiwan,Ink on Paper,Painting,"['2020–21 acquisitions by BIPOC artists', 'Arts of Asia']"
202218,1d5e62e7-29eb-727c-ca09-da723b2ea9f3,Bather/Night,Carroll Dunham,2009,2009,2009,United States,Acrylic on canvas,Painting,['Contemporary Art']
229863,9a663de0-99fe-d411-61be-c9c72a48b6d7,Yellow Painting,Joseph Marioni,2007,2007,2007,United States,Acrylic on canvas,Painting,['Contemporary Art']
260401,a9293506-5891-def2-4cd1-fdfac004ca48,"Soft Lapping of Waves, Green (Leiser Wellenschlag, Grün)",Per Kirkeby,2005,2005,2005,Denmark,Oil on canvas,Painting,['Contemporary Art']
200675,c115f671-4540-56a5-7ece-42ef001b977c,Interior,Joe Zucker,2005,2005,2005,United States,Enamel house paint on canvas and wood,Painting,"['Contemporary Art', 'SAIC Alumni and Faculty']"
260696,2f8f7975-f753-87c0-e368-983df2ba00b9,Mary in the Sky With Diamonds,Candida Alvarez,2005,2005,2005,United States,Acrylic and enamel on canvas,Painting,['Contemporary Art']
261988,884a9958-e321-5761-3caf-d4fbbb156346,La Duquesa de la Luz en Gallifa,Dan Ramirez,2005,2005,2005,United States,Acrylic on canvas,Painting,['Contemporary Art']
185026,437ed1d0-a141-345a-2860-7490870d76e8,Untitled,Laura Owens,2004,2004,2004,Los Angeles,Oil and acrylic on linen,Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
186382,7455f781-559f-86cb-3485-38759127e103,Brilliant Gloom,Michael Raedecker,2004,2004,2004,Netherlands,Acrylic and thread on canvas,Painting,['Contemporary Art']
202857,ab735178-90c0-a1ed-341d-4792013ac20f,The Mystical Invention of Television and its Relationship to Mourning,Richard Hawkins,2004,2004,2004,United States,Acrylic and oil on linen,Painting,['Contemporary Art']
187055,fcd6d586-e83d-7b4c-e7e8-290c1d190e12,Heaven,Mary Heilmann,2004,2004,2004,United States,Oil on canvas,Painting,"['Contemporary Art', 'Paintings', 'Women artists']"
185070,b8ae2529-0103-7b2e-c381-f1b7ad301bb8,One at the Time,Michael Borremans,2003,2003,2003,Belgium,Oil on canvas,Painting,['Contemporary Art']
257385,39a11346-5c86-70e0-93c5-201f1e0d46f1,Light Line Script,Fung Ming Chip,2003,2003,2003,China,Ink on Paper,Painting,"['2020–21 acquisitions by BIPOC artists', 'Arts of Asia']"
182391,8d893d4e-9d9e-442d-3f9e-bb865c29a861,Dark Star,Glenn Brown,2003,2003,2003,England,Oil on panel,Painting,['Contemporary Art']
185069,e11de6b3-c3e3-546e-c491-b841294caac3,"Living Rooms: SouthEast-One, with lights, action",Julia Fish,2003,2005,2003–05,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists']"
181084,d4dda132-da5c-cefe-2e91-bfc2dcdf9ba9,Niks,Luc Tuymans,2002,2002,2002,Belgium,Oil on canvas,Painting,['Contemporary Art']
184095,33d88a25-ec24-9913-9dd0-8a4df25ecc85,Near the Lagoon,Jasper Johns,2002,2003,2002,United States,Encaustic on canvas and wooden boards with objects,Painting,"['Contemporary Art', 'Essentials']"
185032,6eae9932-5bd1-f369-09b9-02e7d48a0df4,Down the Road from my Brother's House,Maureen Gallace,2002,2002,2002,United States,Oil on linen,Painting,"['Women artists', 'Contemporary Art']"
158466,3438e064-a17a-e068-0acd-b8c80a65a815,Nude on a Table,John Currin,2001,2001,2001,United States,Oil on canvas,Painting,['Contemporary Art']
239851,cd1107b0-c82b-5e40-f762-7506081923c2,Yellow House 2,Alex Katz,2001,2001,2001,United States,Oil on linen,Painting,['Contemporary Art']
188445,7361d158-3833-149c-734d-d38324721659,It's Spring Again,Kong Baiji,2000,2010,2005,China,Oil on paper (framed),Painting,['Arts of Asia']
189161,4455318d-4bc7-c19e-e2c9-cdc1c169c2c1,Searching for Mountains No. 2,Wucius Wong,2000,2010,2005,China,Ink on paper,Painting,['Arts of Asia']
265987,b1d044ed-cce5-15e6-83b2-24cb7c383729,"Story of Hans and Baccharaj, Part 1 and 2",Santosh Kumar Das,2000,2000,2000,India,Ink on paper,Painting,['Arts of Asia']
160226,153493fa-8cc8-4126-f790-0a796bdf84de,Gasthof zur Muldentalsperre,Peter Doig,2000,2002,2000/2002,Scotland,Oil on canvas,Painting,"['Contemporary Art', 'Essentials']"
156078,362f2f5a-0621-8a3c-b262-f5b1a14b3a35,Procession Canvas-Diptych,William Kentridge,2000,2000,2000,South Africa,"Paper collage, charcoal and paint on canvas",Painting,['Contemporary Art']
182417,68c2269f-8f9e-2b7c-8877-6dd475cc6f87,Heavenly Motion,Chu Ko,2000,2003,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
182416,260d09ba-f997-f3a7-6b68-29b03b63c6a3,Jogging Too Fast to Remember the Stroke,Chu Ko,2000,2003,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
221814,4690a926-8782-d904-27ee-e38b400f7c87,American Horizon,Jane Wilson,2000,2000,2000,United States,Oil on linen,Painting,"['Contemporary Art', 'Women artists']"
229378,82087976-fbb8-4315-3070-1aa7660ceb39,Stamford after Brunch,John Currin,2000,2000,2000,United States,Oil on canvas,Painting,['Contemporary Art']
154125,7e0deb1d-e53f-2343-ef65-4578b2851405,Soldier,Luc Tuymans,1999,1999,1999,Belgium,Oil on canvas,Painting,['Contemporary Art']
187038,b0d327fb-80ba-44cc-6864-79aa6fd4566c,The Prophet,Francis Alÿs,1999,2001,1999/2001,Belgium,"Oil on encaustic on wood and canvas, in two panels",Painting,['Contemporary Art']
238973,a1b95950-0bd0-3b9c-b59c-04325904267f,Scholar's Rock,Zhao Lin,1999,1999,1999,China,Ink on paper,Painting,['Arts of Asia']
193331,a9caa21d-5835-f830-62b2-b1f95b1207a5,Window Dream No. 26,Wucius Wong,1999,2009,2004,China,Ink and color on paper,Painting,['Arts of Asia']
157155,081458d1-4814-0850-bbd2-f9bcdd07b56a,La Jaune,Ghada Amer,1999,1999,1999,Egypt,"Acrylic, embroidery, and gel medium on canvas",Painting,"['Contemporary Art', 'Women artists']"
154483,b7386981-6698-737b-f505-7b1fe0b34dbf,Yellow Angels,Gary Hume,1999,1999,1999,England,Enamel paint on aluminum panel,Painting,['Contemporary Art']
184107,0eba0dd0-055c-73d7-9694-ee55becedd88,Untitled,Ellen Gallagher,1999,1999,1999,United States,"Enamel, rubber, and paper on canvas",Painting,"['Contemporary Art', 'African American artists', 'Women artists', 'African Diaspora', 'Contemporary works by BIPOC artists, summer 2021']"
158457,d81709f5-5bd8-7711-a244-64cb72daa0fa,Correct Me If I'm Wrong,Amy Sillman,1999,1999,1999,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
183278,0b479042-7cbf-d283-afae-5026c6931474,Landscape after the Ancient Masters,Zhang Hong,1999,2009,2004,United States,Hanging scroll; ink on paper,Painting,['Arts of Asia']
182418,6d7dccae-5e0b-d726-4fb7-10837591d809,One of the 19 Poems of Antiquity- Times of Separation and Suffering after the War during the reign of Chien-an,Chu Ko,1998,2008,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
152755,329057ac-40ca-791b-1da2-55d2c915a056,So What,Judy Ledgerwood,1998,1998,1998,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty']"
152754,5de5132e-9251-8147-64a0-36428102ca59,Echolocation,Fred Tomaselli,1998,1998,1998,United States,"Epoxy, gesso, hemp leaves, pills and capsules, paper cut-outs, acrylic on board",Painting,['Contemporary Art']
152428,e1e1c62d-3273-a77d-2f27-7e89770775e0,Stranger in the Village #13,Glenn Ligon,1998,1998,1998,United States,"Enamel, silkscreen ink, oil and acrylic paint, gesso, and coal dust on canvas",Painting,"['Contemporary Art', 'African American artists', 'African Diaspora', 'Contemporary works by BIPOC artists, summer 2021']"
185866,d4c3c1c2-c7e9-bbe4-d1f5-621fe8e5d3d1,Entry [ Fragment One ],Julia Fish,1998,1998,1998,United States,Oil on canvas,Painting,"['Chicago Artists', 'Women artists']"
185011,84e39bcd-f85a-9b5e-582b-aa81aa695ccd,The Stream,Zeng Mi,1997,1997,1997,China,Ink on paper (framed),Painting,['Arts of Asia']
193335,1202bc17-86d8-2a64-de5b-555aa275b9b7,Experiment No. 9,Wucius Wong,1997,2007,2002,China,"Collage composed of off-set prints on wove paper cut to size with decorative edged craft shears, with applied printed and torn paper and white opaque watercolor",Painting,['Arts of Asia']
183277,50852816-dfa8-ed7d-8f03-e5ce8aab166d,Landscape,Li Huayi,1997,2007,2002,United States,"Unmounted, ink and color on paper",Painting,"['Arts of Asia', 'Essentials']"
185048,5160c749-86b4-350d-204d-5c4ff54e4ecd,Empathy Displacement/Loopy in Blue and Orange,Sue Williams,1997,1997,1997,United States,Oil and acrylic on canvas,Painting,"['Contemporary Art', 'Women artists']"
158456,6b63ae4f-2cbb-a486-db22-48d530dc7449,Untitled,Guillermo Kuitca,1996,1996,1996,Argentina,Acrylic and colored pencil on canvas,Painting,"['Contemporary Art', 'Latin American']"
157153,a34d1b30-5a74-f2e6-71f1-b357eb731a25,Attendant 2,Brice Marden,1996,1999,1996/99,United States,Oil on linen,Painting,['Contemporary Art']
150064,ed714580-7164-7573-88bb-2f59e070775d,Untitled,Guillermo Kuitca,1995,1995,1995,Argentina,Chalk and acrylic on canvas,Painting,"['Contemporary Art', 'Latin American']"
145289,bf3537d3-21ee-ae1e-a13f-631afb0263d0,Maggie's Brain,Christopher Wool,1995,1995,1995,United States,Enamel on aluminum,Painting,"['Contemporary Art', 'Chicago Artists']"
202491,b8901161-21c3-7b15-e7f2-09dc3b173153,5811 South Ellis,Julia Fish,1995,1995,1995,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
260638,4b4a86e5-bbdc-255b-a962-4d20e914df2a,El Hombre Sin Rostro,Raul Guerrero,1994,1994,1994,United States,Oil on linen,Painting,['Contemporary Art']
152429,d38260e3-3ccc-611a-1c4f-7a86db168f94,Koryo Dynasty Cup with Dragon Head Handle,Byron Kim,1994,1994,1994,United States,Oil on linen,Painting,['Contemporary Art']
156077,2a637fc8-9360-2053-e867-92ee9d11586b,Transom #2 (Twilight),Julia Fish,1994,1994,1994,United States,Oil on canvas,Painting,"['Chicago Artists', 'Contemporary Art', 'Women artists']"
137125,d94d0e3d-5d89-ce07-ee0f-7fa6d8def8ab,Many Mansions,Kerry James Marshall,1994,1994,1994,United States,Acrylic on paper mounted on canvas,Painting,"['Contemporary Art', 'African American artists', 'Chicago Artists', 'Essentials', 'African Diaspora']"
147001,57742936-071c-1851-fa58-eb7b99b943d9,Flowers (Blumen),Gerhard Richter,1993,1993,1993,Germany,Oil on canvas,Painting,['Contemporary Art']
149374,05016059-438b-ea38-8777-e68742c4eb3c,Iron Sharpens Iron,Louise Fishman,1993,1993,1993,United States,Oil on linen,Painting,"['Contemporary Art', 'Women artists']"
144355,8c9742df-392c-d50a-1f36-416d29716669,Self-Portrait (for Roy Snow),Susanna Coffey,1993,1993,1993,United States,Oil on linen,Painting,"['Women artists', 'Contemporary Art']"
181083,bda7594e-c61d-4e94-4a3c-c91ab3d095d0,Angel,Luc Tuymans,1992,1992,1992,Belgium,Oil on linen,Painting,['Contemporary Art']
203645,c5af1efc-0a61-a8b2-7447-14089fcc1660,White AIDS #3,General Idea,1992,1992,1992,Canada,Gesso on canvas,Painting,['Contemporary Art']
193330,4f1c1a17-8b0a-c5b6-0d21-0e14df8da323,New Dawn No. 1,Wucius Wong,1992,2002,1997,China,Ink and color on paper,Painting,['Arts of Asia']
185561,ae116aa2-35d0-81ba-1ac6-da86dae5f12a,It's a New Age,Sue Williams,1992,1992,1992,United States,Acrylic and oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
230958,6996cc74-4b5a-54ee-2109-094b543b1c39,Pathfinder,Peter Cain,1992,1993,1992–93,United States,Oil on linen,Painting,['Modern Art']
187053,d0455ccd-af95-814c-beae-d49d089f69f2,Ten Thousand Acres of Lotus,Li Huasheng,1991,1991,1991,China,"Hanging scroll, Ink and light color on paper",Painting,['Arts of Asia']
140645,7d9c811b-daf8-9ef8-d572-724e349f1a15,Night Sky #2,Vija Celmins,1991,1991,1991,United States,Alkyd on canvas mounted on aluminum,Painting,"['Contemporary Art', 'Essentials', 'Women artists']"
229369,ddb73328-ab15-5468-5d6f-c955491c07c9,Study for the Muses (Eaglesmere Version),Brice Marden,1991,1991,1991–94/1997–99,United States,Oil on linen,Painting,['Contemporary Art']
111662,9b7f8d83-5e67-995f-e1e5-0e54206aea97,"Frame-Theory, the Artificial Blossom, or the Blind Man's Bluff",Margaret Wharton,1991,1991,1991,United States,"Book, concrete, wood, and artificial leaves",Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
144814,35bd0b59-ba23-b13d-ebc8-75388610b344,Alex,Chuck Close,1991,1991,1991,United States,Oil on canvas,Painting,[]
190811,c8bfb4db-961f-72bb-53ba-4406e5b4f77d,Daft,Jim Nutt,1991,1991,1991,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists']"
210902,34526d2b-f602-091f-8dff-03b215396c0b,(Winter) Pine,Julia Fish,1991,1991,1991,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
238803,eb883c04-75a8-c02a-7a77-d54856eb4801,Heavenly Dragon,Guo Fengyi,1990,1990,1990,China,Ink on cloth,Painting,"['Women artists', 'Arts of Asia']"
117581,9d1e8a40-d5d7-c4e9-4bc5-d4dea8ab31e3,Hot Fax,Ed Paschke,1990,1990,1990,United States,Oil on linen,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
198949,219dc34a-78cf-1133-98c5-9bc766450ee3,He Would Yell at Me,Jim Lutes,1990,1990,1990,United States,Oil on linen,Painting,"['Contemporary Art', 'SAIC Alumni and Faculty']"
262842,5577aef9-9dd6-474e-ce34-49ad670be4dc,Untitled,John Currin,1990,1990,1990,United States,Oil on canvas,Painting,['Contemporary Art']
76624,afda4b46-88bf-810e-41db-ad4ed1f41b4a,Horizon III,Richard Artschwager,1990,1990,1990,United States,Acrylic on Celotex and Formica on wood,Painting,['Contemporary Art']
156599,be63083c-b217-71c7-5e52-ff8674ddea65,"As if this flesh, which wall about our life, were brass impregnable",Annette Lemieux,1990,1990,1990,United States,"Oil paint, brass doorknobs on canvas",Painting,"['Contemporary Art', 'Women artists']"
201941,57d6cb9e-1331-1356-5ba0-cee04d49de10,Red Pine,Judy Ledgerwood,1990,1990,1990,United States,Oil and encaustic on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
189932,1dfb3e9b-09ad-5d87-f53c-dba52c1f5aee,Bloom,Julia Fish,1989,1989,1989,Chicago,Oil and wax on canvas,Painting,"['Chicago Artists', 'Women artists']"
251099,730e3bfb-da47-25f7-02e6-e9d410d13cfe,Rock,Zeng Shanqing,1989,1989,1989,China,Ink on paper,Painting,['Arts of Asia']
146994,b6647a72-7dd9-6ebe-779c-bec46e0901d8,Ice (1),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146997,1cd7aea0-f7a7-b566-52c9-0407bf5c442e,Ice (4),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146996,28914b5e-2894-f88e-81c3-4a4e7c55b469,Ice (3),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146995,07783936-58fb-859d-9350-fb600510177a,Ice (2),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
190831,af707110-b389-852f-ffcb-e52e25a1a40b,Torsos Rot,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
190830,ebd9caaa-d321-4e61-d6c7-09a45953848d,Hug Hugh Ugh,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
190828,c083e74b-bb50-1440-5acc-5879948d955d,Odd Odd Otto,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
190835,bcc7412c-78aa-394e-6c22-588b187cc88c,Two Eiffels,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
190834,52d48b28-5e49-d078-61a7-01281060cbcb,4-1/2 Oxen,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
190832,119dc689-add5-f833-d1e1-b3c03c1b4a65,Sic [Sic] Sick,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
196415,c069c84b-acd7-9c1a-af1d-8ca54e7657d6,The River,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
198567,8ab42d60-b826-d176-12ef-45687c365e63,Trouble,Christopher Wool,1989,1989,1989,United States,Alkyd and acrylic on aluminum,Painting,"['Contemporary Art', 'Chicago Artists']"
221676,a27f51e4-f9bd-d1d8-11bf-6e09c875a61e,I.O.U.,Kay Rosen,1989,1989,1989,United States,Enamel sign paint on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
221810,21b72cfc-bc23-8eb3-8ed9-66102a887245,Untitled,Richard Prince,1989,1990,1989/90,United States,Acrylic and silkscreen ink on canvas,Painting,['Contemporary Art']
152757,9e8f1d07-97b6-bbd8-3b11-c488130e77dd,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
152752,e763fafc-fc52-6f6b-a12e-5772dda7d12a,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
152761,fec58d3b-be37-a4df-d174-c516f98cbc4c,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
152760,6a429252-c5c6-f60e-18e4-ac47614d2198,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
152759,fa3516e0-fc3d-e5e8-a723-e33b733a41ab,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
152758,09a1e448-d439-7616-ca91-02347e1934f9,The Chicago Panels,Ellsworth Kelly,1989,1999,1989/99,United States,Acrylic on fiberglass and plywood,Painting,['Contemporary Art']
220545,59e01dba-2d75-0295-b972-31d73c156caf,Thaw,Julia Fish,1989,1989,1989,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
152751,a06d82ea-222d-70c9-2b1b-ec52e8c69a83,The Odyssey Suite Portfolio,Christian Eckart,1988,1990,1988/90,Canada,Laquer on eight aluminum panels,Painting,['Contemporary Art']
186720,e5fd6efb-3a51-7ec8-0a2e-149088f64ae2,Untitled,Rudolf Stingel,1988,1988,1988,Italy,Oil and enamel on canvas,Painting,['Contemporary Art']
188866,cdb47125-6dbf-1cd6-5fa1-cf9e798fadd8,"The Senseless Cycle, Tender and Benign, Bring Great Comfort",Lari Pittman,1988,1988,1988,United States,Acrylic and spray laquer on wood panel,Painting,['Contemporary Art']
210901,fdf64a41-e5c0-ce65-c75b-9cbb7f938abf,EverGreen,Julia Fish,1988,1988,1988,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists']"
76054,f415c92c-9a6f-a87c-33f1-e15e62c3a56a,Watchtower with Geese (Hochsitz mit Gänsen),Sigmar Polke,1987,1988,1987/88,Germany,Resin and acrylic paint on various fabrics,Painting,"['Contemporary Art', 'Essentials']"
90156,d840f1b3-fc11-a965-c0c3-2e501b6d8205,Mirage,Margaret Wharton,1987,1987,1987,United States,Copper over carved wood,Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
93343,7f3be9ae-9eaa-54c9-790a-d1c3aa44f62e,Red Light,Francis Piatek,1987,1987,1987,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
